Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability,24_hours,Drive_through,Population,Area_km2,Urban_density,Tourism_index,Average_income,Cost_of_living_index,Weather_zone,Restaurant_density,Cuisine_diversity_index,Delivery_coverage,Currency,Region,FX_Rate,Base_Delivery_Fee_USD,Service_Fee_USD,Packaging_Fee_USD,Peak_Delivery_Fee_USD,Surge_Dollar_Delta_USD,Surge_Intensity_Pct,Surge_Zone_Category
RES002205,Osaka Burger Place 2205,Local,Burger,14.612237,170.402065,Osaka,Japan,1979,True,True,False,True,4,2.1,2069,Operational,9.93,0.13,1.17,52,52,1.8,22.96,0.01,True,False,False,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.06454499999999999,0.0008449999999999999,0.007604999999999999,0.11618099999999999,0.051636,80.0,High Surge (1.5x - 1.99x)
RES002206,Rio de Janeiro Thai Place 2206,Local,Thai,-16.874566,-50.434026,Rio de Janeiro,Brazil,1969,True,False,False,True,3,2.2,974,Operational,0.3,2.26,0.53,33,31,1.96,21.77,0.093,False,False,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.054,0.40679999999999994,0.0954,0.10584,0.051840000000000004,96.0,High Surge (1.5x - 1.99x)
RES002208,Osaka Burger Place 2208,Local,Burger,-87.344209,-164.534412,Osaka,Japan,1953,True,True,True,False,4,2.1,3696,Operational,4.41,2.72,0.88,21,27,2.46,17.69,0.028,True,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.028665,0.01768,0.005719999999999999,0.07051589999999999,0.041850899999999996,146.0,Critical Surge (>= 2.0x)
RES002209,French Chain 2209,Chain,French,-41.542973,-62.932188,Delhi,India,1961,True,True,False,True,1,4.8,1780,Operational,4.21,3.51,0.74,36,43,1.14,8.68,0.027,True,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.05052,0.04212,0.00888,0.0575928,0.007072799999999997,13.99999999999999,Moderate Surge (1.1x - 1.49x)
RES002210,Manchester Indian Place 2210,Local,Indian,-87.889831,-170.91477,Manchester,United Kingdom,2016,True,False,False,False,1,4.4,553,Operational,1.02,1.62,0.83,32,30,1.65,3.03,0.041,False,True,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,1.3056,2.0736000000000003,1.0624,2.15424,0.8486400000000001,64.99999999999999,High Surge (1.5x - 1.99x)
RES002212,Chinese Chain 2212,Chain,Chinese,18.328636,115.762164,Los Angeles,USA,1966,True,False,False,True,1,4.0,763,Operational,4.61,0.04,1.25,82,77,1.9,21.04,0.059,False,True,True,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,4.61,0.04,1.25,8.759,4.149,89.99999999999999,High Surge (1.5x - 1.99x)
RES002215,New York American Place 2215,Local,American,-1.66556,9.269096,New York,USA,2004,True,True,False,False,2,3.0,2263,Operational,3.19,2.57,1.24,90,99,1.25,3.48,0.029,False,False,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,3.19,2.57,1.24,3.9875,0.7974999999999999,25.0,Moderate Surge (1.1x - 1.49x)
RES002216,Italian Chain 2216,Chain,Italian,-32.927297,-76.153827,Tokyo,Japan,2018,True,False,False,True,2,2.7,213,Operational,0.91,0.41,0.78,58,64,1.82,20.35,0.033,False,False,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.005915,0.002665,0.00507,0.0107653,0.0048503,82.0,High Surge (1.5x - 1.99x)
RES002218,Rio de Janeiro Mexican Place 2218,Local,Mexican,49.162687,-59.583247,Rio de Janeiro,Brazil,1999,True,False,True,True,4,2.4,2380,Operational,8.46,3.13,0.32,28,25,1.9,0.6,0.089,False,True,True,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,1.5228000000000002,0.5634,0.0576,2.89332,1.37052,89.99999999999999,High Surge (1.5x - 1.99x)
RES002219,Mexican Chain 2219,Chain,Mexican,-47.354916,111.496473,Tokyo,Japan,1973,True,True,False,True,1,2.6,1757,Closed Temporarily,4.03,2.38,1.38,15,18,1.94,17.42,0.091,True,False,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.026195,0.01547,0.008969999999999999,0.0508183,0.024623299999999997,94.0,High Surge (1.5x - 1.99x)
RES002220,French Chain 2220,Chain,French,46.973003,-77.076494,Rio de Janeiro,Brazil,1954,True,False,False,False,1,2.2,3671,Operational,2.43,1.57,0.36,31,26,2.0,10.54,0.076,False,True,True,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.4374,0.2826,0.0648,0.8748,0.4374,100.0,Critical Surge (>= 2.0x)
RES002221,Los Angeles Burger Place 2221,Local,Burger,59.0298,-88.217309,Los Angeles,USA,2007,True,True,False,True,4,2.1,2879,Operational,0.32,1.45,1.86,38,46,2.36,21.73,0.075,False,False,False,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,0.32,1.45,1.86,0.7552,0.4352,136.0,Critical Surge (>= 2.0x)
RES002222,Sao Paulo Mexican Place 2222,Local,Mexican,-40.031474,26.321949,Sao Paulo,Brazil,2011,True,False,False,True,2,4.2,3666,Operational,4.06,0.37,0.05,24,30,1.2,9.7,0.062,False,True,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.7307999999999999,0.06659999999999999,0.009,0.8769599999999999,0.14615999999999996,19.999999999999996,Moderate Surge (1.1x - 1.49x)
RES002223,Manchester Mexican Place 2223,Local,Mexican,50.338102,-127.955846,Manchester,United Kingdom,2019,True,True,False,False,2,4.9,2596,Operational,7.75,4.68,1.58,84,90,1.85,21.25,0.073,False,True,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,9.92,5.9904,2.0224,18.352,8.432,85.00000000000001,High Surge (1.5x - 1.99x)
RES002227,American Chain 2227,Chain,American,-50.76739,152.92606,Manchester,United Kingdom,1977,True,True,False,True,1,3.5,4430,Operational,0.02,1.31,1.75,51,48,1.34,19.8,0.098,False,True,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,0.0256,1.6768,2.24,0.034304,0.008704,34.00000000000001,Moderate Surge (1.1x - 1.49x)
RES002229,Manchester Mexican Place 2229,Local,Mexican,-67.272522,30.13137,Manchester,United Kingdom,1976,True,False,False,False,3,2.5,3603,Operational,1.18,4.67,0.76,17,26,1.91,22.55,0.005,False,True,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,1.5104,5.9776,0.9728,2.884864,1.374464,90.99999999999999,High Surge (1.5x - 1.99x)
RES002230,Manchester Brazilian Place 2230,Local,Brazilian,12.232222,39.29757,Manchester,United Kingdom,2019,True,False,True,True,1,4.3,287,Operational,8.96,1.59,1.01,22,29,1.06,16.02,0.037,True,False,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,11.468800000000002,2.0352,1.2928,12.156928000000002,0.6881280000000007,6.000000000000005,Baseline (< 1.1x)
RES002232,London Mediterranean Place 2232,Local,Mediterranean,63.574332,86.721188,London,United Kingdom,1992,True,False,False,False,4,2.2,2652,Operational,8.71,2.34,1.93,86,82,1.25,1.3,0.022,True,True,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,11.148800000000001,2.9952,2.4704,13.936000000000002,2.7872000000000003,25.0,Moderate Surge (1.1x - 1.49x)
RES002233,Thai Chain 2233,Chain,Thai,-76.12572,-24.077523,London,United Kingdom,2012,True,True,True,False,2,3.3,3181,Operational,5.5,0.5,0.1,85,92,2.27,16.67,0.054,True,True,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,7.04,0.64,0.128,15.9808,8.9408,127.0,Critical Surge (>= 2.0x)
RES002234,New York Pizza Place 2234,Local,Pizza,10.307094,18.106959,New York,USA,1986,True,False,True,False,2,4.8,2614,Operational,8.92,2.62,0.21,71,79,1.93,9.85,0.026,False,True,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,8.92,2.62,0.21,17.2156,8.295599999999999,93.0,High Surge (1.5x - 1.99x)
RES002235,Sao Paulo American Place 2235,Local,American,55.716066,-20.179075,Sao Paulo,Brazil,1962,True,True,True,False,1,4.0,899,Operational,5.77,0.1,1.7,71,79,2.11,24.82,0.024,False,True,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,1.0386,0.018,0.306,2.191446,1.152846,110.99999999999999,Critical Surge (>= 2.0x)
RES002236,London Indian Place 2236,Local,Indian,9.536083,-173.206994,London,United Kingdom,1992,True,False,True,True,3,3.7,560,Operational,0.13,1.25,0.36,36,40,1.17,16.72,0.001,False,True,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,0.16640000000000002,1.6,0.4608,0.194688,0.02828799999999998,16.999999999999993,Moderate Surge (1.1x - 1.49x)
RES002238,Sao Paulo Indian Place 2238,Local,Indian,-88.094007,94.414697,Sao Paulo,Brazil,1980,True,True,False,False,4,2.1,1852,Operational,1.24,1.35,0.81,38,39,1.31,7.7,0.039,False,False,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.22319999999999998,0.243,0.1458,0.292392,0.069192,31.000000000000007,Moderate Surge (1.1x - 1.49x)
RES002239,Manchester Thai Place 2239,Local,Thai,58.900628,73.429241,Manchester,United Kingdom,2014,True,True,False,True,4,4.5,4812,Operational,9.94,0.36,1.77,32,27,2.01,12.92,0.012,False,False,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,12.7232,0.4608,2.2656,25.573631999999996,12.850431999999996,100.99999999999997,Critical Surge (>= 2.0x)
RES002240,Manchester Thai Place 2240,Local,Thai,38.901621,-178.529734,Manchester,United Kingdom,1954,True,False,False,True,1,5.0,1171,Operational,8.74,2.59,0.75,79,82,1.53,7.4,0.005,False,False,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,11.1872,3.3152,0.96,17.116416,5.929216,53.0,High Surge (1.5x - 1.99x)
RES002242,Mumbai Mexican Place 2242,Local,Mexican,45.850585,-19.096775,Mumbai,India,1983,True,False,False,False,2,4.1,513,Operational,3.23,2.65,1.51,21,25,1.64,2.37,0.086,True,True,False,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.03876,0.0318,0.01812,0.0635664,0.024806399999999992,63.99999999999999,High Surge (1.5x - 1.99x)
RES002245,New York Mediterranean Place 2245,Local,Mediterranean,-5.321435,-154.162017,New York,USA,2022,True,True,True,True,1,4.5,3282,Operational,5.42,2.28,1.41,90,95,2.39,23.35,0.002,False,True,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,5.42,2.28,1.41,12.953800000000001,7.533800000000001,139.0,Critical Surge (>= 2.0x)
RES002248,Mumbai Thai Place 2248,Local,Thai,-21.521942,-2.3065,Mumbai,India,1972,True,False,False,False,1,3.1,2212,Operational,7.86,4.62,1.51,24,31,2.38,11.11,0.03,False,True,False,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.09432,0.05544,0.01812,0.2244816,0.1301616,138.0,Critical Surge (>= 2.0x)
RES002250,Japanese Chain 2250,Chain,Japanese,61.301885,-115.333963,Manchester,United Kingdom,1992,True,True,True,False,3,2.2,2490,Operational,7.15,2.96,0.01,82,80,1.84,19.94,0.035,False,False,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,9.152000000000001,3.7888,0.0128,16.83968,7.68768,84.00000000000001,High Surge (1.5x - 1.99x)
RES002251,Mumbai Chinese Place 2251,Local,Chinese,46.110296,-60.453128,Mumbai,India,1962,True,False,False,True,3,4.8,450,Operational,2.91,4.21,1.32,67,77,2.5,17.89,0.016,True,True,False,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.03492,0.05052,0.01584,0.0873,0.05238,150.0,Critical Surge (>= 2.0x)
RES002254,Japanese Chain 2254,Chain,Japanese,-34.909697,-110.427839,Mumbai,India,1954,True,False,False,True,4,2.9,338,Operational,5.36,4.17,0.23,23,31,2.34,7.58,0.089,True,False,False,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.06432,0.05004,0.0027600000000000003,0.1505088,0.0861888,134.0,Critical Surge (>= 2.0x)
RES002255,New York Thai Place 2255,Local,Thai,-57.507046,128.573006,New York,USA,1975,True,True,True,True,3,2.4,1236,Closed Temporarily,1.72,3.51,0.4,41,42,2.35,20.65,0.043,True,True,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,1.72,3.51,0.4,4.042,2.322,135.0,Critical Surge (>= 2.0x)
RES002256,Delhi French Place 2256,Local,French,66.227314,-144.058373,Delhi,India,1963,True,False,True,True,1,3.9,4366,Operational,8.42,1.43,0.54,82,84,1.9,7.64,0.043,False,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.10104,0.017159999999999998,0.0064800000000000005,0.191976,0.090936,89.99999999999999,High Surge (1.5x - 1.99x)
RES002257,Thai Chain 2257,Chain,Thai,44.024599,120.415729,New York,USA,2013,True,True,True,False,1,4.9,2312,Operational,7.72,0.56,1.62,88,92,1.46,21.76,0.043,False,False,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,7.72,0.56,1.62,11.271199999999999,3.551199999999999,46.0,Moderate Surge (1.1x - 1.49x)
RES002258,New York Brazilian Place 2258,Local,Brazilian,-38.549221,133.585876,New York,USA,1952,True,False,False,False,2,3.4,1121,Operational,7.32,0.43,0.62,85,81,2.42,9.1,0.075,True,True,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,7.32,0.43,0.62,17.7144,10.394400000000001,142.0,Critical Surge (>= 2.0x)
RES002259,Mumbai American Place 2259,Local,American,-26.3972,-134.046784,Mumbai,India,1996,True,True,False,True,1,4.6,4513,Operational,7.86,2.72,1.67,29,25,2.5,22.32,0.041,False,True,False,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.09432,0.03264,0.02004,0.2358,0.14148,150.0,Critical Surge (>= 2.0x)
RES002261,Los Angeles Chinese Place 2261,Local,Chinese,45.962641,165.835104,Los Angeles,USA,1983,True,False,False,True,1,2.7,2789,Operational,8.08,1.88,1.83,26,33,1.45,15.05,0.082,False,True,False,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,8.08,1.88,1.83,11.716,3.6359999999999992,44.99999999999999,Moderate Surge (1.1x - 1.49x)
RES002265,Tokyo Thai Place 2265,Local,Thai,-53.108887,144.986722,Tokyo,Japan,1995,True,False,False,False,1,3.6,3526,Operational,1.35,3.13,0.45,52,53,2.03,17.33,0.083,False,True,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.008775,0.020345,0.002925,0.01781325,0.00903825,102.99999999999999,Critical Surge (>= 2.0x)
RES002267,French Chain 2267,Chain,French,-9.017615,4.406731,Manchester,United Kingdom,1979,True,False,True,True,3,3.9,4168,Operational,6.81,0.35,0.82,19,18,1.33,18.52,0.013,False,True,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,8.7168,0.44799999999999995,1.0495999999999999,11.593344,2.876544000000001,33.00000000000001,Moderate Surge (1.1x - 1.49x)
RES002268,Rio de Janeiro Mexican Place 2268,Local,Mexican,43.004181,-99.138241,Rio de Janeiro,Brazil,1951,True,True,True,False,2,3.4,4227,Operational,7.93,2.54,0.7,31,34,1.32,1.25,0.069,True,True,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,1.4274,0.4572,0.126,1.884168,0.45676800000000006,32.00000000000001,Moderate Surge (1.1x - 1.49x)
RES002270,London Thai Place 2270,Local,Thai,2.814931,-155.243336,London,United Kingdom,2009,True,True,False,False,1,3.1,4848,Operational,0.77,1.41,1.73,63,61,1.27,17.88,0.032,False,True,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,0.9856,1.8048,2.2144,1.2517120000000002,0.2661120000000001,27.0,Moderate Surge (1.1x - 1.49x)
RES002271,Tokyo Japanese Place 2271,Local,Japanese,82.890804,91.216616,Tokyo,Japan,1973,True,True,True,True,2,3.0,2741,Closed Temporarily,8.5,4.07,0.88,90,100,1.05,15.62,0.084,True,True,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.05525,0.026455,0.005719999999999999,0.0580125,0.002762500000000001,5.000000000000004,Baseline (< 1.1x)
RES002272,Osaka Thai Place 2272,Local,Thai,-61.080084,97.008277,Osaka,Japan,2007,True,False,False,True,4,3.5,1996,Operational,3.0,3.05,0.56,26,36,2.26,24.1,0.027,False,True,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.0195,0.019825,0.00364,0.04407,0.024569999999999998,125.99999999999997,Critical Surge (>= 2.0x)
RES002273,Pizza Chain 2273,Chain,Pizza,-32.716757,26.517256,London,United Kingdom,2019,True,False,False,True,3,5.0,3698,Operational,8.4,1.1,0.85,31,40,2.36,19.75,0.069,True,False,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,10.752,1.4080000000000001,1.088,25.37472,14.62272,136.0,Critical Surge (>= 2.0x)
RES002274,Sao Paulo Brazilian Place 2274,Local,Brazilian,64.255995,-107.852478,Sao Paulo,Brazil,1985,True,True,False,False,3,2.4,2598,Operational,3.11,3.46,1.27,59,58,2.38,17.03,0.04,True,False,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.5598,0.6228,0.2286,1.3323239999999998,0.7725239999999999,138.0,Critical Surge (>= 2.0x)
RES002275,London Thai Place 2275,Local,Thai,76.583266,126.274662,London,United Kingdom,1974,True,True,False,False,3,4.2,2535,Operational,6.81,4.51,1.02,36,36,1.36,0.92,0.044,True,True,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,8.7168,5.7728,1.3056,11.854848,3.1380480000000013,36.00000000000001,Moderate Surge (1.1x - 1.49x)
RES002277,Manchester Thai Place 2277,Local,Thai,-21.26442,-151.178908,Manchester,United Kingdom,1994,True,False,True,True,4,2.2,2460,Operational,2.55,1.09,0.09,36,45,2.24,19.57,0.075,True,False,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,3.264,1.3952000000000002,0.1152,7.3113600000000005,4.047360000000001,124.00000000000003,Critical Surge (>= 2.0x)
RES002279,Pizza Chain 2279,Chain,Pizza,-43.149103,100.584918,Osaka,Japan,1989,True,False,False,False,1,4.6,606,Operational,6.54,0.62,0.29,22,27,1.81,19.26,0.066,False,True,False,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.04251,0.00403,0.0018849999999999997,0.0769431,0.0344331,81.0,High Surge (1.5x - 1.99x)
RES002281,Osaka Italian Place 2281,Local,Italian,20.822494,24.236427,Osaka,Japan,1978,True,False,True,False,4,2.6,4400,Operational,3.28,0.23,1.74,58,63,1.58,15.84,0.054,False,True,False,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.02132,0.001495,0.011309999999999999,0.033685599999999996,0.012365599999999997,58.00000000000001,High Surge (1.5x - 1.99x)
RES002283,Manchester Burger Place 2283,Local,Burger,65.209817,131.613521,Manchester,United Kingdom,1997,True,False,True,True,4,2.1,3926,Operational,8.71,2.91,0.6,16,22,1.7,4.28,0.082,True,True,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,11.148800000000001,3.7248,0.768,18.95296,7.8041599999999995,70.0,High Surge (1.5x - 1.99x)
RES002284,New York Indian Place 2284,Local,Indian,-41.99862,104.011156,New York,USA,1997,True,True,False,False,1,5.0,4585,Operational,3.13,4.77,1.21,62,70,1.44,0.56,0.043,False,True,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,3.13,4.77,1.21,4.5072,1.3772000000000002,43.99999999999999,Moderate Surge (1.1x - 1.49x)
RES002287,Delhi Mediterranean Place 2287,Local,Mediterranean,-84.408938,-23.183155,Delhi,India,1962,True,False,True,True,1,2.4,3731,Operational,9.27,4.7,1.45,73,81,1.75,1.86,0.055,False,True,True,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.11123999999999999,0.056400000000000006,0.0174,0.19466999999999998,0.08342999999999999,75.0,High Surge (1.5x - 1.99x)
RES002288,London Mexican Place 2288,Local,Mexican,-51.364798,152.503913,London,United Kingdom,1972,True,False,False,True,2,5.0,4740,Operational,9.04,0.03,1.96,33,34,1.01,12.06,0.078,True,False,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,11.5712,0.0384,2.5088,11.686912,0.11571200000000026,1.0000000000000009,Baseline (< 1.1x)
RES002291,Osaka Japanese Place 2291,Local,Japanese,56.124935,-54.933908,Osaka,Japan,1955,True,False,False,False,3,4.3,59,Operational,7.18,2.89,1.29,17,26,1.21,9.34,0.029,False,True,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.046669999999999996,0.018785,0.008385,0.05647069999999999,0.009800699999999996,20.999999999999996,Moderate Surge (1.1x - 1.49x)
RES002292,Sao Paulo Thai Place 2292,Local,Thai,-6.171206,-171.578324,Sao Paulo,Brazil,1992,True,False,False,True,1,3.9,3119,Operational,3.29,2.57,1.28,61,71,1.98,7.9,0.098,False,False,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.5922,0.46259999999999996,0.2304,1.172556,0.580356,98.0,High Surge (1.5x - 1.99x)
RES002293,Indian Chain 2293,Chain,Indian,79.002984,80.893743,Tokyo,Japan,1977,True,False,False,False,4,2.9,3424,Operational,8.04,4.51,1.6,23,25,2.19,4.83,0.008,False,True,False,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.052259999999999994,0.029314999999999997,0.0104,0.11444939999999998,0.062189399999999985,119.0,Critical Surge (>= 2.0x)
RES002294,London Mediterranean Place 2294,Local,Mediterranean,-39.852555,-81.691623,London,United Kingdom,1974,True,True,True,True,4,4.4,4187,Operational,4.94,3.25,0.71,77,82,1.41,24.19,0.049,True,False,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,6.323200000000001,4.16,0.9087999999999999,8.915712000000001,2.592512,40.99999999999999,Moderate Surge (1.1x - 1.49x)
RES002295,New York Italian Place 2295,Local,Italian,-24.056185,120.353422,New York,USA,1989,True,True,True,True,1,4.6,3634,Operational,4.51,1.95,1.5,17,13,1.21,22.53,0.004,True,False,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,4.51,1.95,1.5,5.4571,0.9470999999999998,20.999999999999996,Moderate Surge (1.1x - 1.49x)
RES002298,Brazilian Chain 2298,Chain,Brazilian,68.86231,10.365656,Delhi,India,1955,True,False,False,True,3,2.4,2643,Operational,4.48,3.04,1.62,68,78,1.28,24.42,0.024,False,False,True,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.05376000000000001,0.03648,0.019440000000000002,0.06881280000000001,0.015052799999999998,28.000000000000004,Moderate Surge (1.1x - 1.49x)
RES002300,London Thai Place 2300,Local,Thai,6.175612,140.387494,London,United Kingdom,1973,True,False,True,False,3,2.1,2253,Operational,8.32,3.35,1.0,73,74,1.18,18.13,0.053,True,True,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,10.649600000000001,4.288,1.28,12.566528000000002,1.9169280000000004,17.999999999999993,Moderate Surge (1.1x - 1.49x)
RES002304,Rio de Janeiro American Place 2304,Local,American,32.076426,24.256307,Rio de Janeiro,Brazil,1974,True,False,True,False,1,2.8,2450,Operational,8.26,0.41,0.59,75,76,1.86,21.37,0.065,True,True,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,1.4868,0.07379999999999999,0.10619999999999999,2.765448,1.2786480000000002,86.00000000000001,High Surge (1.5x - 1.99x)
RES002305,Sao Paulo Mediterranean Place 2305,Local,Mediterranean,59.072459,64.163648,Sao Paulo,Brazil,2012,True,False,False,True,2,2.0,476,Operational,3.35,2.14,0.23,90,100,2.18,20.45,0.046,True,True,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.603,0.3852,0.0414,1.31454,0.7115400000000001,118.00000000000001,Critical Surge (>= 2.0x)
RES002306,Burger Chain 2306,Chain,Burger,-83.545719,56.394554,Osaka,Japan,1986,True,False,False,False,4,3.9,3788,Operational,1.02,0.89,0.99,53,54,1.9,4.94,0.076,False,True,False,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.00663,0.005785,0.006435,0.012596999999999999,0.005966999999999999,89.99999999999999,High Surge (1.5x - 1.99x)
RES002307,London Japanese Place 2307,Local,Japanese,1.916136,49.741794,London,United Kingdom,1991,True,False,False,False,4,4.3,432,Operational,2.31,1.29,0.24,29,31,2.47,17.14,0.031,False,False,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,2.9568000000000003,1.6512,0.3072,7.303296000000001,4.346496000000001,147.00000000000003,Critical Surge (>= 2.0x)
RES002308,Thai Chain 2308,Chain,Thai,-71.693228,144.535229,New York,USA,2014,True,True,True,True,3,4.7,576,Operational,8.53,0.37,0.56,58,68,1.59,2.13,0.043,True,False,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,8.53,0.37,0.56,13.5627,5.0327,59.00000000000001,High Surge (1.5x - 1.99x)
