Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Popularity_score,Estimated_value_score,Average_menu_price,Delivery_fee,Average_delivery_time,Cancellation_rate,24_hours,Drive_through,Cost_of_living_index,Average_income,Urban_density,Currency,Region,Is_Sponsored,Visibility_Index,Ad_Rating_Integrity,Estimated_Ad_ROI,Performance_Quadrant
RES002058,Delhi Burger Place 2058,Local,Burger,-45.429263,177.713112,Delhi,India,2014,True,True,False,False,2,5.0,4355,Operational,94.4,4.5,53.92,8.73,53.0,0.018,False,False,38,14000,11312,INR,Asia,True,96.38940170667823,2.476840919841008,24.097350426669557,"Market Leader (High Vis, High Rating)"
RES002059,Japanese Chain 2059,Chain,Japanese,77.936529,97.891008,Tokyo,Japan,1963,True,False,False,True,4,4.1,1985,Operational,66.2,2.5,98.02,8.2,91.0,0.086,True,True,85,45000,6349,JPY,Asia,False,77.67865036738735,2.178585599782744,7.962061662657203,"Market Leader (High Vis, High Rating)"
RES002060,London Chinese Place 2060,Local,Chinese,3.595007,-1.6571,London,United Kingdom,1980,True,True,True,True,1,3.6,3638,Closed Temporarily,66.8,2.8,17.45,8.04,86.0,0.082,False,True,90,50000,5700,GBP,Europe,False,81.53364859759209,1.9094484185581315,29.352113495133153,"Market Leader (High Vis, High Rating)"
RES002061,Tokyo Brazilian Place 2061,Local,Brazilian,73.464778,114.603662,Tokyo,Japan,1955,True,False,False,False,3,2.7,3609,Operational,84.5,1.0,64.46,4.44,74.0,0.092,False,False,85,45000,6349,JPY,Asia,False,90.33667914271192,1.3667897764780472,8.130301122844072,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002062,London Chinese Place 2062,Local,Chinese,-0.760595,-25.161957,London,United Kingdom,1981,True,True,False,False,3,4.0,4985,Operational,51.4,6.9,76.63,6.23,36.0,0.098,False,False,90,50000,5700,GBP,Europe,False,75.68236604043663,2.2369258200486413,10.090982138724884,"Market Leader (High Vis, High Rating)"
RES002063,New York Mediterranean Place 2063,Local,Mediterranean,-0.297566,-21.881259,New York,USA,1983,True,True,False,False,4,4.0,2061,Operational,90.6,10.0,79.3,6.98,37.0,0.041,True,True,100,85000,10700,USD,North America,False,90.09910408612494,1.9974053896539188,9.009910408612495,"Market Leader (High Vis, High Rating)"
RES002064,Burger Chain 2064,Chain,Burger,-30.107596,94.653562,Los Angeles,USA,2018,False,True,False,False,1,4.8,2245,Operational,27.9,8.5,23.47,,,,True,False,95,75000,2990,USD,North America,True,59.25086835249873,3.0405934235581786,28.440416809199387,"Hidden Gem (Low Vis, High Rating)"
RES002065,Los Angeles Pizza Place 2065,Local,Pizza,-30.047249,-58.95936,Los Angeles,USA,1977,True,True,True,True,3,3.6,2706,Operational,95.2,1.9,60.27,4.68,71.0,0.027,True,True,95,75000,2990,USD,North America,True,93.996803168226,1.7804015711195855,11.27961638018712,"Market Leader (High Vis, High Rating)"
RES002066,London Mexican Place 2066,Local,Mexican,-3.944671,14.008594,London,United Kingdom,2010,True,False,False,True,2,4.1,202,Operational,24.6,5.9,37.2,8.31,56.0,0.087,True,False,90,50000,5700,GBP,Europe,False,43.490329435952674,2.6639358529548764,8.915517534370299,"Hidden Gem (Low Vis, High Rating)"
RES002067,London Indian Place 2067,Local,Indian,60.645029,10.097095,London,United Kingdom,1968,False,True,False,False,2,3.5,3627,Operational,8.8,7.4,44.93,,,,True,False,90,50000,5700,GBP,Europe,False,52.51587680805388,2.7469124033749877,9.19027844140943,"Hidden Gem (Low Vis, High Rating)"
RES002068,London Mediterranean Place 2068,Local,Mediterranean,-80.877734,166.356114,London,United Kingdom,1961,True,True,True,False,3,3.6,3383,Operational,53.5,9.0,89.57,9.01,46.0,0.02,False,False,90,50000,5700,GBP,Europe,True,74.45716554448006,1.99692282480817,8.934859865337609,"Market Leader (High Vis, High Rating)"
RES002069,London Burger Place 2069,Local,Burger,84.37282,-55.775545,London,United Kingdom,1965,True,False,False,True,3,2.9,3567,Operational,41.0,3.3,61.03,0.3,73.0,0.094,True,False,90,50000,5700,GBP,Europe,False,68.51798114209421,1.6983196594748167,6.6234048437357735,"Struggling Organic (Low Vis, Low Rating)"
RES002070,Manchester French Place 2070,Local,French,-4.08586,68.389802,Manchester,United Kingdom,1989,True,True,False,True,3,3.0,4633,Operational,62.6,9.3,70.99,4.96,82.0,0.068,False,True,75,35000,4800,GBP,Europe,False,80.85257750292462,1.6120914418199719,8.085257750292461,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002071,Delhi Japanese Place 2071,Local,Japanese,-20.082129,8.43597,Delhi,India,1992,False,True,True,True,1,3.8,2606,Closed Temporarily,34.1,7.2,20.74,,,,False,True,38,14000,11312,INR,Asia,False,63.22583840281452,2.310819038386668,24.025818593069516,"Hidden Gem (Low Vis, High Rating)"
RES002072,Mediterranean Chain 2072,Chain,Mediterranean,-31.52442,-30.684291,Delhi,India,1969,True,False,False,True,4,3.1,3141,Operational,42.6,4.7,94.76,6.25,94.0,0.06,True,False,38,14000,11312,INR,Asia,True,68.571592708888,1.8012932475070351,5.314298434938821,"Struggling Organic (Low Vis, Low Rating)"
RES002073,Rio de Janeiro Pizza Place 2073,Local,Pizza,81.189729,-28.308812,Rio de Janeiro,Brazil,1972,True,True,True,True,2,3.2,4533,Operational,25.1,0.5,40.35,7.11,62.0,0.015,False,True,55,11000,5622,BRL,South America,False,61.974510889784966,2.070785778375577,9.915921742365594,"Struggling Organic (Low Vis, Low Rating)"
RES002074,Mumbai Italian Place 2074,Local,Italian,-86.879026,-55.462691,Mumbai,India,1997,True,False,False,False,4,4.8,265,Operational,51.0,8.1,73.33,7.87,30.0,0.1,True,False,40,15000,20633,INR,Asia,False,58.277025766039344,2.688578830572812,6.993243091924721,"Hidden Gem (Low Vis, High Rating)"
RES002075,Manchester Mediterranean Place 2075,Local,Mediterranean,57.223251,-164.259923,Manchester,United Kingdom,1992,True,True,True,True,4,4.2,1716,Operational,86.2,0.6,94.93,6.43,71.0,0.01,False,True,75,35000,4800,GBP,Europe,False,86.82425759263538,2.11781605124972,9.116547047226714,"Market Leader (High Vis, High Rating)"
RES002076,Manchester Burger Place 2076,Local,Burger,-54.68254,-43.142465,Manchester,United Kingdom,1957,True,False,False,True,4,2.2,807,Operational,30.9,9.1,82.89,7.24,60.0,0.034,True,True,75,35000,4800,GBP,Europe,True,54.74936028423268,1.3649985633824304,3.0112148156327976,"Struggling Organic (Low Vis, Low Rating)"
RES002077,Mumbai Pizza Place 2077,Local,Pizza,-56.71442,117.746307,Mumbai,India,2001,True,False,True,True,1,4.1,4992,Operational,96.7,4.0,23.99,1.55,71.0,0.085,False,True,40,15000,20633,INR,Asia,False,98.34060181392314,2.021532357402982,40.31964674370848,"Market Leader (High Vis, High Rating)"
RES002078,Sao Paulo Chinese Place 2078,Local,Chinese,-35.541519,-65.519009,Sao Paulo,Brazil,1982,True,False,True,False,4,2.9,946,Operational,89.6,4.0,115.2,9.15,63.0,0.028,True,True,50,12000,8100,BRL,South America,False,85.03120076329876,1.4512630789393073,6.1647620553391596,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002079,French Chain 2079,Chain,French,-43.024908,-155.612161,Rio de Janeiro,Brazil,1986,True,True,False,False,3,3.7,3501,Closed Temporarily,88.1,2.6,66.85,9.67,48.0,0.045,True,True,55,11000,5622,BRL,South America,True,91.95837612282168,1.8577384024604422,11.341533055148007,"Market Leader (High Vis, High Rating)"
RES002080,Tokyo Pizza Place 2080,Local,Pizza,-74.121833,83.262054,Tokyo,Japan,2014,True,False,False,True,1,3.9,4003,Operational,3.3,6.3,23.66,7.08,30.0,0.083,True,True,85,45000,6349,JPY,Asia,False,50.34476478008615,3.470208929573667,19.634458264233597,"Hidden Gem (Low Vis, High Rating)"
RES002081,Burger Chain 2081,Chain,Burger,-20.80411,-143.574645,Mumbai,India,1987,True,True,False,True,4,3.6,3153,Operational,38.5,3.7,82.52,5.14,39.0,0.038,False,False,40,15000,20633,INR,Asia,False,66.54397014662452,2.1355584414638433,5.988957313196207,"Hidden Gem (Low Vis, High Rating)"
RES002082,New York Indian Place 2082,Local,Indian,-83.687962,154.499224,New York,USA,2019,True,True,True,True,3,3.4,4165,Operational,33.0,2.5,75.92,7.97,21.0,0.004,True,True,100,85000,10700,USD,North America,False,65.42759705979644,2.0814604581963683,7.41512766677693,"Struggling Organic (Low Vis, Low Rating)"
RES002083,Burger Chain 2083,Chain,Burger,-51.236689,104.125072,London,United Kingdom,1960,True,False,False,True,2,2.2,1262,Operational,40.4,3.5,45.32,0.01,64.0,0.059,False,True,90,50000,5700,GBP,Europe,False,62.12154206473504,1.2922700532577038,6.833369627120855,"Struggling Organic (Low Vis, Low Rating)"
RES002084,London Indian Place 2084,Local,Indian,86.571508,23.90727,London,United Kingdom,1950,True,True,False,False,4,3.4,878,Operational,34.7,2.1,56.68,0.09,49.0,0.023,True,False,90,50000,5700,GBP,Europe,True,57.14377704690311,2.0602220812442975,4.857221048986764,"Struggling Organic (Low Vis, Low Rating)"
RES002085,Sao Paulo Indian Place 2085,Local,Indian,19.96326,154.351742,Sao Paulo,Brazil,2001,False,False,True,True,2,2.4,1943,Operational,44.8,2.0,38.35,,,,True,False,50,12000,8100,BRL,South America,False,66.85317265868852,1.3802776827065466,8.022380719042623,"Struggling Organic (Low Vis, Low Rating)"
RES002086,New York Thai Place 2086,Local,Thai,-74.715403,-80.117633,New York,USA,2020,True,True,True,False,4,4.4,3273,Operational,78.8,7.0,85.39,6.65,24.0,0.005,True,True,100,85000,10700,USD,North America,True,86.913174483307,2.2582481626228175,9.560449193163771,"Market Leader (High Vis, High Rating)"
RES002087,Chinese Chain 2087,Chain,Chinese,67.692616,89.230838,Sao Paulo,Brazil,1950,True,False,False,True,2,4.2,392,Operational,91.2,8.3,46.5,1.05,50.0,0.091,False,True,50,12000,8100,BRL,South America,False,80.6682978444336,2.0945745152667805,16.940342547331056,"Market Leader (High Vis, High Rating)"
RES002088,Tokyo Burger Place 2088,Local,Burger,83.936394,-144.535469,Tokyo,Japan,1988,True,True,False,True,3,4.6,120,Operational,85.1,9.0,64.12,8.54,28.0,0.03,True,False,85,45000,6349,JPY,Asia,True,70.70292454556149,2.325369176682441,10.841115096986094,"Market Leader (High Vis, High Rating)"
RES002089,New York Burger Place 2089,Local,Burger,-63.534639,52.50832,New York,USA,2020,True,True,True,False,4,3.3,2722,Operational,40.6,1.6,87.83,2.96,47.0,0.044,True,True,100,85000,10700,USD,North America,False,66.73139827814316,1.9364486689353981,5.50534035794681,"Struggling Organic (Low Vis, Low Rating)"
RES002090,Rio de Janeiro Pizza Place 2090,Local,Pizza,56.401284,179.092727,Rio de Janeiro,Brazil,2020,True,False,True,True,3,4.3,2681,Operational,31.3,2.7,78.84,8.39,74.0,0.006,False,False,55,11000,5622,BRL,South America,False,61.99233682162237,2.6609733361451124,8.885568277765874,"Hidden Gem (Low Vis, High Rating)"
RES002091,Osaka French Place 2091,Local,French,31.47781,-157.628705,Osaka,Japan,2006,True,False,False,True,1,4.3,825,Operational,44.7,9.1,23.82,9.94,26.0,0.066,False,True,80,40000,12067,JPY,Asia,False,61.77869982836584,2.474126211881852,26.56484092619731,"Hidden Gem (Low Vis, High Rating)"
RES002092,Los Angeles Italian Place 2092,Local,Italian,7.111327,147.837296,Los Angeles,USA,2001,False,True,True,False,2,4.8,1215,Operational,22.6,3.3,45.51,,,,True,True,95,75000,2990,USD,North America,False,52.99892078225372,3.172048752132208,12.719740987740892,"Hidden Gem (Low Vis, High Rating)"
RES002093,Mumbai Burger Place 2093,Local,Burger,-22.920291,132.291653,Mumbai,India,1966,True,True,False,True,1,4.6,1329,Operational,11.2,0.2,20.33,7.11,36.0,0.093,False,True,40,15000,20633,INR,Asia,True,47.82497468681216,3.4682014831287926,21.999488355933593,"Hidden Gem (Low Vis, High Rating)"
RES002094,Sao Paulo American Place 2094,Local,American,52.142306,-44.299796,Sao Paulo,Brazil,1967,False,True,False,True,3,2.8,2333,Operational,19.8,3.1,76.13,,,,False,True,50,12000,8100,BRL,South America,False,55.42648126465757,1.8993142785291963,5.17313825136804,"Struggling Organic (Low Vis, Low Rating)"
RES002095,Burger Chain 2095,Chain,Burger,6.453622,-122.826075,Delhi,India,2009,True,False,True,True,3,2.7,3777,Operational,61.6,4.9,66.27,4.11,26.0,0.048,False,True,38,14000,11312,INR,Asia,False,79.15370331207377,1.4555938567085478,7.12383329808664,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002096,London Burger Place 2096,Local,Burger,-31.905801,-106.043121,London,United Kingdom,1995,False,True,False,True,1,3.7,3738,Operational,78.0,0.3,25.41,,,,False,False,90,50000,5700,GBP,Europe,False,87.29278929251693,1.9028197334916936,32.298332038231266,"Market Leader (High Vis, High Rating)"
RES002097,Sao Paulo Italian Place 2097,Local,Italian,-12.026482,96.537382,Sao Paulo,Brazil,2000,True,False,False,True,4,3.7,1171,Operational,82.3,2.0,87.44,3.93,18.0,0.04,False,True,50,12000,8100,BRL,South America,False,82.63256883249973,1.8827583947583884,7.643512617006225,"Market Leader (High Vis, High Rating)"
RES002098,London Brazilian Place 2098,Local,Brazilian,-71.187647,-21.541415,London,United Kingdom,2012,True,True,False,False,2,3.5,3697,Operational,9.2,4.9,40.9,7.86,66.0,0.038,False,True,90,50000,5700,GBP,Europe,False,52.82806254568174,2.7273409560558606,9.244910945494304,"Hidden Gem (Low Vis, High Rating)"
RES002099,Rio de Janeiro French Place 2099,Local,French,-64.987987,105.668813,Rio de Janeiro,Brazil,2004,False,True,False,False,2,4.8,3822,Operational,15.9,3.5,49.31,,,,False,False,55,11000,5622,BRL,South America,False,56.37321217116161,3.3963070836004494,13.529570921078786,"Hidden Gem (Low Vis, High Rating)"
RES002100,Delhi Chinese Place 2100,Local,Chinese,63.366163,127.850151,Delhi,India,2006,True,True,False,True,2,3.5,4881,Operational,14.8,7.7,40.26,6.88,36.0,0.044,False,False,38,14000,11312,INR,Asia,True,57.2586250512257,2.5099471341497046,10.020259383964497,"Hidden Gem (Low Vis, High Rating)"
RES002101,French Chain 2101,Chain,French,42.398647,119.94636,Rio de Janeiro,Brazil,1952,True,True,True,True,2,2.5,1438,Operational,52.2,8.3,39.45,2.81,43.0,0.071,False,False,55,11000,5622,BRL,South America,False,68.78737840639087,1.3936968451477707,8.598422300798859,"Struggling Organic (Low Vis, Low Rating)"
RES002102,Tokyo Japanese Place 2102,Local,Japanese,-65.634296,-122.234395,Tokyo,Japan,1965,True,True,True,True,1,2.2,2407,Operational,85.7,7.3,24.29,9.56,43.0,0.046,True,False,85,45000,6349,JPY,Asia,False,88.559712172014,1.1105995971072984,19.483136677843085,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002103,New York Thai Place 2103,Local,Thai,39.014304,-54.727581,New York,USA,1971,True,True,True,True,4,3.3,4967,Operational,52.8,4.7,94.86,5.03,83.0,0.073,False,False,100,85000,10700,USD,North America,False,76.36113512859893,1.8354138322819629,6.299793648109412,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002104,Pizza Chain 2104,Chain,Pizza,83.305266,43.968188,Tokyo,Japan,1974,False,True,True,True,1,4.6,2012,Operational,22.0,9.7,22.69,,,,True,False,85,45000,6349,JPY,Asia,False,55.657920989060585,3.056173847296373,25.60264365496787,"Hidden Gem (Low Vis, High Rating)"
RES002105,New York American Place 2105,Local,American,-88.540877,146.365737,New York,USA,1953,True,False,False,True,2,3.8,451,Operational,74.7,4.6,39.4,2.82,41.0,0.06,True,True,100,85000,10700,USD,North America,False,73.23939747637456,1.9710735512518114,13.915485520511165,"Market Leader (High Vis, High Rating)"
RES002106,Mexican Chain 2106,Chain,Mexican,-7.486691,-148.934389,Mumbai,India,1952,False,True,False,True,2,4.1,4748,Operational,93.2,9.0,51.85,,,,True,False,40,15000,20633,INR,Asia,True,96.29648094299978,2.0360735649842083,19.740778593314953,"Market Leader (High Vis, High Rating)"
RES002107,Mediterranean Chain 2107,Chain,Mediterranean,67.205992,-88.792652,Rio de Janeiro,Brazil,1975,True,True,False,True,2,4.1,3890,Operational,64.8,9.9,43.9,5.7,32.0,0.031,True,True,55,11000,5622,BRL,South America,True,80.92671061800625,2.1879483985031274,16.58997567669128,"Market Leader (High Vis, High Rating)"
RES002108,Tokyo Brazilian Place 2108,Local,Brazilian,-21.687673,147.935828,Tokyo,Japan,1976,False,False,True,False,3,3.8,1866,Operational,27.8,3.3,68.98,,,,True,False,85,45000,6349,JPY,Asia,True,58.11592376888573,2.4088873237833033,7.361350344058859,"Hidden Gem (Low Vis, High Rating)"
RES002109,Rio de Janeiro Mediterranean Place 2109,Local,Mediterranean,-87.436483,124.552599,Rio de Janeiro,Brazil,1993,True,True,True,False,4,4.2,514,Operational,70.9,7.0,78.81,9.69,21.0,0.062,True,True,55,11000,5622,BRL,South America,False,72.10538724698515,2.201317253806658,7.57106566093344,"Market Leader (High Vis, High Rating)"
RES002110,Sao Paulo Thai Place 2110,Local,Thai,77.68516,36.964205,Sao Paulo,Brazil,1985,True,False,True,False,2,4.8,4979,Closed Temporarily,50.2,6.5,51.55,3.18,63.0,0.045,True,False,50,12000,8100,BRL,South America,False,75.07529759801199,2.6972406517880603,18.018071423522876,"Market Leader (High Vis, High Rating)"
RES002111,Burger Chain 2111,Chain,Burger,54.005402,0.391154,Delhi,India,1957,False,True,True,False,2,3.2,1277,Operational,2.0,2.7,40.49,,,,True,False,38,14000,11312,INR,Asia,False,42.99085031638771,2.9652109056932057,6.878536050622033,"Struggling Organic (Low Vis, Low Rating)"
RES002112,Brazilian Chain 2112,Chain,Brazilian,-1.025889,29.629523,Delhi,India,1984,True,True,False,False,4,2.4,1855,Closed Temporarily,19.1,8.1,133.43,8.55,53.0,0.039,False,True,38,14000,11312,INR,Asia,True,53.73123457421872,1.6394640988495808,3.2238740744531227,"Struggling Organic (Low Vis, Low Rating)"
RES002113,Sao Paulo Chinese Place 2113,Local,Chinese,-26.254217,-114.255252,Sao Paulo,Brazil,1975,True,False,False,False,1,2.3,822,Operational,70.3,0.7,25.61,4.27,88.0,0.025,True,False,50,12000,8100,BRL,South America,False,74.5573401660215,1.2075293897302046,17.148188238184947,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002114,Pizza Chain 2114,Chain,Pizza,-34.781533,-160.138695,New York,USA,1977,True,False,False,False,3,2.3,944,Operational,71.3,2.7,66.34,6.67,63.0,0.077,False,False,100,85000,10700,USD,North America,True,75.8687898903369,1.2041313985377922,5.8166072249258285,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002115,Osaka American Place 2115,Local,American,-57.597392,-17.936807,Osaka,Japan,1986,True,True,False,True,4,2.6,4528,Operational,42.1,8.5,100.21,5.99,82.0,0.07,False,True,80,40000,12067,JPY,Asia,False,70.46803362914281,1.5144122037365069,4.580422185894283,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002116,Osaka Brazilian Place 2116,Local,Brazilian,-65.42685,-81.513808,Osaka,Japan,1976,True,False,False,False,2,4.6,4806,Operational,54.9,0.8,61.9,8.97,38.0,0.058,True,False,80,40000,12067,JPY,Asia,False,77.21774170964828,2.538288570037802,17.760080593219104,"Market Leader (High Vis, High Rating)"
RES002117,Osaka Japanese Place 2117,Local,Japanese,14.77046,-100.531927,Osaka,Japan,2017,True,False,False,False,1,4.5,4099,Operational,51.6,8.7,27.91,3.12,74.0,0.063,True,True,80,40000,12067,JPY,Asia,False,74.63385142185815,2.5145554874456777,33.58523313983617,"Market Leader (High Vis, High Rating)"
RES002118,Japanese Chain 2118,Chain,Japanese,81.292908,29.121167,Osaka,Japan,1971,True,False,False,False,3,4.2,4707,Operational,58.2,5.7,62.8,4.58,89.0,0.056,True,False,80,40000,12067,JPY,Asia,True,78.74557992202749,2.2903456142638263,11.024381189083849,"Market Leader (High Vis, High Rating)"
RES002119,Rio de Janeiro Indian Place 2119,Local,Indian,65.979872,89.194836,Rio de Janeiro,Brazil,1998,True,False,False,False,1,4.1,2656,Operational,65.1,1.5,16.93,8.03,91.0,0.098,False,False,55,11000,5622,BRL,South America,False,78.8373603875578,2.1859206125396593,32.32331775889869,"Market Leader (High Vis, High Rating)"
RES002120,Rio de Janeiro Italian Place 2120,Local,Italian,19.477179,-165.995279,Rio de Janeiro,Brazil,1958,True,False,False,True,2,4.0,4029,Operational,83.4,1.3,49.81,6.19,47.0,0.021,True,True,55,11000,5622,BRL,South America,False,90.43276064557782,2.030099394302228,18.086552129115564,"Market Leader (High Vis, High Rating)"
RES002121,Rio de Janeiro French Place 2121,Local,French,70.68394,-163.730704,Rio de Janeiro,Brazil,2005,False,True,False,True,2,4.0,4908,Operational,62.5,8.6,44.45,,,,False,False,55,11000,5622,BRL,South America,True,81.1410016422445,2.1501469011929006,16.2282003284489,"Market Leader (High Vis, High Rating)"
RES002122,Sao Paulo Burger Place 2122,Local,Burger,21.850605,20.644384,Sao Paulo,Brazil,2019,False,False,True,False,3,3.7,2049,Operational,7.4,2.3,78.4,,,,True,True,50,12000,8100,BRL,South America,False,48.46484129980649,2.982549870649821,5.977330426976134,"Hidden Gem (Low Vis, High Rating)"
RES002123,Manchester Burger Place 2123,Local,Burger,39.235284,-105.326338,Manchester,United Kingdom,2018,False,True,True,False,1,2.5,4481,Operational,91.1,9.7,20.58,,,,True,False,75,35000,4800,GBP,Europe,False,94.90679547220093,1.2470375652498373,23.72669886805023,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002124,Los Angeles Thai Place 2124,Local,Thai,75.882471,43.405852,Los Angeles,USA,2022,True,True,False,True,3,4.6,3715,Operational,77.5,3.8,74.58,1.66,87.0,0.099,True,False,95,75000,2990,USD,North America,True,87.00656708861487,2.368682247656543,13.341006953587613,"Market Leader (High Vis, High Rating)"
RES002125,Manchester Pizza Place 2125,Local,Pizza,-23.230973,-14.900675,Manchester,United Kingdom,1955,True,True,False,True,3,2.8,3592,Operational,63.6,5.4,66.94,8.69,52.0,0.001,True,False,75,35000,4800,GBP,Europe,False,79.85896958346997,1.499830346954784,7.45350382779053,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002126,Tokyo Burger Place 2126,Local,Burger,49.312865,-89.362103,Tokyo,Japan,1992,False,True,False,False,4,4.4,3329,Operational,29.2,9.6,102.82,,,,True,True,85,45000,6349,JPY,Asia,False,62.21273443493821,2.76158819880241,6.843400787843204,"Hidden Gem (Low Vis, High Rating)"
RES002127,Tokyo Indian Place 2127,Local,Indian,-11.315645,-64.567451,Tokyo,Japan,1996,False,True,False,False,4,2.4,3656,Operational,97.6,1.2,111.97,,,,True,False,85,45000,6349,JPY,Asia,False,96.96261415335496,1.18121148979406,5.817756849201297,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002128,Sao Paulo Mexican Place 2128,Local,Mexican,-24.062148,134.436115,Sao Paulo,Brazil,1968,True,True,True,True,4,4.4,2805,Operational,51.3,8.1,81.56,4.34,32.0,0.024,False,True,50,12000,8100,BRL,South America,True,72.25765976674862,2.4615928926682793,7.948342574342348,"Market Leader (High Vis, High Rating)"
RES002129,Rio de Janeiro Burger Place 2129,Local,Burger,-74.93639,152.368485,Rio de Janeiro,Brazil,1999,True,False,True,False,3,3.2,16,Operational,68.7,3.2,61.84,7.08,19.0,0.081,True,False,55,11000,5622,BRL,South America,False,50.981927674557696,1.6877862058944233,5.438072285286155,"Struggling Organic (Low Vis, Low Rating)"
RES002130,Brazilian Chain 2130,Chain,Brazilian,24.446356,112.724703,Sao Paulo,Brazil,1999,True,False,True,False,2,4.6,4337,Operational,18.5,4.7,36.5,5.81,82.0,0.05,True,False,50,12000,8100,BRL,South America,True,58.415093842859484,3.1618491609978894,13.43547158385768,"Hidden Gem (Low Vis, High Rating)"
RES002131,Sao Paulo Mediterranean Place 2131,Local,Mediterranean,18.803993,-59.266006,Sao Paulo,Brazil,1953,False,False,True,False,4,4.9,905,Operational,96.7,4.3,103.74,,,,True,True,50,12000,8100,BRL,South America,False,88.32138073237888,2.4159776954328325,10.819369139716414,"Market Leader (High Vis, High Rating)"
RES002132,Manchester Italian Place 2132,Local,Italian,87.252934,-127.752676,Manchester,United Kingdom,1971,False,True,True,True,2,2.0,3272,Operational,69.9,6.2,45.32,,,,False,False,75,35000,4800,GBP,Europe,False,82.46138119148783,1.0512225096095391,8.246138119148783,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002133,Tokyo Brazilian Place 2133,Local,Brazilian,45.857069,-68.123837,Tokyo,Japan,1978,False,True,True,True,1,4.8,1843,Operational,68.7,2.4,20.47,,,,True,True,85,45000,6349,JPY,Asia,False,78.4931565549289,2.5316793088416345,37.67671514636587,"Market Leader (High Vis, High Rating)"
RES002134,Manchester French Place 2134,Local,French,-52.029587,1.870559,Manchester,United Kingdom,1971,False,True,False,True,1,3.9,590,Closed Temporarily,90.5,10.0,20.33,,,,True,True,75,35000,4800,GBP,Europe,False,82.71343446267703,1.9478903745768796,32.25823944044404,"Market Leader (High Vis, High Rating)"
RES002135,Delhi French Place 2135,Local,French,24.776584,15.934442,Delhi,India,2001,True,False,True,True,1,4.2,858,Operational,35.6,5.3,26.31,2.07,41.0,0.047,False,False,38,14000,11312,INR,Asia,True,57.45866542743393,2.5316992210964835,24.13263947952225,"Hidden Gem (Low Vis, High Rating)"
RES002136,New York Brazilian Place 2136,Local,Brazilian,-35.876765,-111.208877,New York,USA,1991,False,True,False,False,3,3.1,2046,Operational,68.3,9.1,65.73,,,,True,False,100,85000,10700,USD,North America,True,78.90624426523445,1.6369535292714128,8.153645240740893,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES002137,Mexican Chain 2137,Chain,Mexican,-55.000202,110.615362,Tokyo,Japan,2001,False,True,False,False,4,3.3,2965,Operational,16.5,2.5,85.72,,,,False,True,85,45000,6349,JPY,Asia,False,55.183195179517604,2.3186436443844696,4.552613602310202,"Struggling Organic (Low Vis, Low Rating)"
RES002138,American Chain 2138,Chain,American,50.240078,113.124392,Rio de Janeiro,Brazil,2023,False,True,True,True,4,3.8,2264,Operational,57.8,3.2,80.59,,,,True,False,55,11000,5622,BRL,South America,False,74.25031953110003,2.0751083344304146,7.053780355454502,"Market Leader (High Vis, High Rating)"
RES002139,Pizza Chain 2139,Chain,Pizza,88.361077,-176.476601,Manchester,United Kingdom,1984,False,True,True,True,1,3.2,479,Operational,41.3,1.2,18.19,,,,False,True,75,35000,4800,GBP,Europe,True,56.89222798953786,1.871216599096266,18.205512956652115,"Struggling Organic (Low Vis, Low Rating)"
RES002140,London Thai Place 2140,Local,Thai,-23.133996,29.950787,London,United Kingdom,1968,True,False,True,True,1,3.7,32,Operational,37.9,4.8,20.63,4.49,18.0,0.08,False,False,90,50000,5700,GBP,Europe,False,39.47569073128744,2.201941201898026,14.606005570576354,"Hidden Gem (Low Vis, High Rating)"
RES002141,Japanese Chain 2141,Chain,Japanese,-25.861113,-94.745891,New York,USA,1980,True,False,True,True,3,3.9,1526,Operational,36.0,5.8,69.0,8.66,88.0,0.083,True,True,100,85000,10700,USD,North America,False,61.035821862837395,2.3455009055984215,7.934656842168861,"Hidden Gem (Low Vis, High Rating)"
RES002142,Manchester Chinese Place 2142,Local,Chinese,19.61224,-100.937766,Manchester,United Kingdom,1983,True,True,True,True,4,4.8,1687,Operational,80.4,8.4,104.6,4.38,24.0,0.017,False,False,75,35000,4800,GBP,Europe,True,83.82426111836945,2.4537764362312937,10.058911334204334,"Market Leader (High Vis, High Rating)"
