Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Average_menu_price,Popularity_score,Estimated_value_score,Delivery_fee,Service_fee,Packaging_fee,Minimum_order,Average_delivery_time,Cancellation_rate,WiFi,24_hours,Drive_through,Cost_of_living_index,Average_income,Urban_density,Currency,Region,FX_Rate,Average_menu_price_USD,Delivery_fee_USD,Service_fee_USD,Minimum_order_USD,Average_menu_price_PPP,Membership_Status,Customer_Loyalty_Index,Est_Total_Order_Cost_USD,Price_Transparency_Ratio
RES003135,Manchester Mexican Place 3135,Local,Mexican,-5.382202,68.501834,Manchester,United Kingdom,1973,True,False,False,True,3,3.7,85,Operational,59.01,48.6,1.4,7.16,4.34,1.72,17.04,65.0,0.086,False,False,False,75,35000,4800,GBP,Europe,1.28,75.5328,9.1648,5.5552,21.8112,100.71039999999999,Membership Partner,57.329121800320024,75.5328,0.18534993823411897
RES003136,Osaka Mexican Place 3136,Local,Mexican,-71.234205,16.312284,Osaka,Japan,2009,False,True,True,False,3,3.0,2712,Operational,69.97,74.3,9.0,,,,,,,False,True,True,80,40000,12067,JPY,Asia,0.0065,0.45480499999999996,,,,0.5685062499999999,Standard Non-Member,75.5658801427218,0.45480499999999996,197.88657141726364
RES003137,Mumbai French Place 3137,Local,French,5.664221,-95.994801,Mumbai,India,1979,True,False,True,True,4,4.4,4224,Operational,87.01,47.6,4.7,5.78,1.95,0.56,4.12,46.0,0.066,False,True,True,40,15000,20633,INR,Asia,0.012,1.0441200000000002,0.06936,0.0234,0.049440000000000005,2.6103000000000005,Standard Non-Member,74.84609070791713,1.1134800000000002,45.013939955235074
RES003138,Manchester Japanese Place 3138,Local,Japanese,76.746571,-167.286664,Manchester,United Kingdom,1950,False,False,True,False,2,3.8,2200,Operational,57.03,87.4,1.2,,,,,,,True,True,True,75,35000,4800,GBP,Europe,1.28,72.9984,,,,97.33120000000001,Standard Non-Member,84.8692349265507,72.9984,0.16438716239825582
RES003139,Mumbai Pizza Place 3139,Local,Pizza,-83.289378,-55.024153,Mumbai,India,2005,True,False,False,False,1,5.0,1447,Operational,20.64,63.7,9.3,2.62,2.79,0.06,22.93,34.0,0.008,False,True,False,40,15000,20633,INR,Asia,0.012,0.24768,0.03144,0.03348,0.27516,0.6192000000000001,Standard Non-Member,81.11438751671447,0.27912000000000003,375.4829801236268
RES003140,Tokyo French Place 3140,Local,French,-69.52124,98.98816,Tokyo,Japan,2014,True,True,True,False,1,2.2,1234,Closed Temporarily,23.62,83.6,4.8,5.41,0.27,0.98,16.64,50.0,0.036,True,True,True,85,45000,6349,JPY,Asia,0.0065,0.15353,0.035165,0.001755,0.10815999999999999,0.1806235294117647,Membership Partner,71.7139613839248,0.15353,312.6404439494304
RES003141,Mumbai Japanese Place 3141,Local,Japanese,87.978841,13.742303,Mumbai,India,2014,False,False,True,False,1,4.0,1875,Operational,26.5,52.0,4.6,,,,,,,True,True,False,40,15000,20633,INR,Asia,0.012,0.318,,,,0.795,Standard Non-Member,71.3464924932329,0.318,144.65363316467557
RES003142,Manchester Burger Place 3142,Local,Burger,66.64351,68.059613,Manchester,United Kingdom,2021,True,True,False,True,2,4.2,4024,Operational,58.08,98.3,7.4,6.47,1.55,0.48,6.71,74.0,0.072,True,True,False,75,35000,4800,GBP,Europe,1.28,74.3424,8.2816,1.9840000000000002,8.5888,99.1232,Standard Non-Member,93.75528369350805,82.624,0.9953942703572354
RES003143,French Chain 3143,Chain,French,-24.854423,37.964148,London,United Kingdom,1979,False,True,True,True,3,4.7,1313,Operational,72.2,99.1,7.0,,,,,,,True,True,True,90,50000,5700,GBP,Europe,1.28,92.41600000000001,,,,102.68444444444447,Standard Non-Member,93.13235549372311,92.41600000000001,0.757444590141917
RES003144,Sao Paulo Burger Place 3144,Local,Burger,-70.701596,-25.868523,Sao Paulo,Brazil,1962,True,False,True,False,1,4.8,4175,Operational,24.0,64.9,5.4,1.02,3.89,1.77,23.17,71.0,0.056,False,True,True,50,12000,8100,BRL,South America,0.18,4.32,0.18359999999999999,0.7002,4.1706,8.64,Standard Non-Member,84.12500274827728,4.5036000000000005,12.49999710648215
RES003145,Delhi American Place 3145,Local,American,55.042651,-140.598328,Delhi,India,2020,True,False,False,True,1,4.3,2302,Operational,21.72,21.2,1.8,8.84,4.81,1.55,17.47,64.0,0.018,False,False,True,38,14000,11312,INR,Asia,0.012,0.26064,0.10608,0.057719999999999994,0.20964,0.6858947368421052,Standard Non-Member,61.548793669639736,0.36672,69.06050851554438
RES003146,Los Angeles Mexican Place 3146,Local,Mexican,-75.117903,39.327581,Los Angeles,USA,2003,True,False,False,False,3,3.0,1594,Operational,82.59,63.1,2.4,3.21,1.52,0.56,10.15,30.0,0.035,False,True,True,95,75000,2990,USD,North America,1.0,82.59,3.21,1.52,10.15,86.93684210526315,Standard Non-Member,69.21495102127737,85.8,0.2905920778472929
RES003147,Indian Chain 3147,Chain,Indian,61.025163,136.989926,Manchester,United Kingdom,1964,True,False,False,False,1,3.9,2507,Operational,20.26,2.8,0.5,0.92,3.69,0.17,5.99,52.0,0.023,True,False,True,75,35000,4800,GBP,Europe,1.28,25.932800000000004,1.1776,4.7232,7.6672,34.577066666666674,Standard Non-Member,52.0891426152007,27.110400000000006,0.1928060142828381
RES003148,Mexican Chain 3148,Chain,Mexican,89.068796,6.742323,London,United Kingdom,1968,True,False,True,False,1,2.8,4262,Operational,18.29,98.3,2.9,2.93,3.49,0.5,20.91,24.0,0.036,False,True,True,90,50000,5700,GBP,Europe,1.28,23.4112,3.7504000000000004,4.4672,26.7648,26.012444444444444,Membership Partner,85.557628093102,23.4112,1.2387232931791923
RES003149,Burger Chain 3149,Chain,Burger,40.524472,-13.54106,New York,USA,2021,True,False,False,False,4,2.6,2659,Operational,84.0,59.9,9.7,3.38,1.77,1.39,18.56,89.0,0.094,True,True,False,100,85000,10700,USD,North America,1.0,84.0,3.38,1.77,18.56,84.0,Standard Non-Member,67.3363908853183,87.38,1.1547618910147393
RES003150,Mumbai Indian Place 3150,Local,Indian,17.59701,116.081806,Mumbai,India,2020,False,True,True,True,4,4.6,2442,Operational,91.84,54.8,9.0,,,,,,,True,False,True,40,15000,20633,INR,Asia,0.012,1.1020800000000002,,,,2.7552000000000003,Standard Non-Member,76.99665364598232,1.1020800000000002,81.66368896660046
RES003151,Los Angeles Mexican Place 3151,Local,Mexican,-50.446356,-82.421472,Los Angeles,USA,1979,True,True,True,False,4,3.8,773,Operational,80.81,38.5,5.5,3.57,0.12,0.74,7.24,78.0,0.038,True,True,False,95,75000,2990,USD,North America,1.0,80.81,3.57,0.12,7.24,85.06315789473685,Standard Non-Member,61.62819595052807,84.38,0.6806088271178218
RES003152,Sao Paulo Chinese Place 3152,Local,Chinese,41.50922,49.167045,Sao Paulo,Brazil,1998,True,True,False,False,4,4.1,519,Operational,82.56,82.1,7.3,8.42,0.36,0.57,14.15,40.0,0.027,True,False,True,50,12000,8100,BRL,South America,0.18,14.8608,1.5155999999999998,0.0648,2.547,29.7216,Standard Non-Member,79.46726357365155,16.3764,4.912252038096735
RES003153,Mumbai Indian Place 3153,Local,Indian,52.493313,119.506643,Mumbai,India,1962,True,False,True,True,1,4.4,4202,Operational,20.71,42.9,9.2,6.44,2.63,1.72,19.16,88.0,0.092,False,True,False,40,15000,20633,INR,Asia,0.012,0.24852000000000002,0.07728,0.03156,0.22992,0.6213000000000001,Standard Non-Member,72.94770231836735,0.32580000000000003,370.1900443020911
RES003154,London Pizza Place 3154,Local,Pizza,40.654756,-81.439504,London,United Kingdom,1974,True,True,False,False,4,3.3,137,Operational,88.3,53.7,5.4,1.13,0.36,1.87,6.96,84.0,0.02,True,False,False,90,50000,5700,GBP,Europe,1.28,113.024,1.4464,0.4608,8.9088,125.58222222222221,Standard Non-Member,58.634794780489315,114.4704,0.4777746277093836
RES003155,Tokyo Italian Place 3155,Local,Italian,-33.886445,106.83429,Tokyo,Japan,2005,False,True,True,False,4,3.2,4474,Operational,78.73,1.0,5.7,,,,,,,True,True,True,85,45000,6349,JPY,Asia,0.0065,0.511745,,,,0.6020529411764706,Standard Non-Member,49.20857199448231,0.511745,111.38338159946535
RES003156,New York Chinese Place 3156,Local,Chinese,-6.760937,-35.348461,New York,USA,1994,False,True,False,True,1,5.0,4960,Operational,25.18,47.3,2.7,,,,,,,False,False,True,100,85000,10700,USD,North America,1.0,25.18,,,,25.180000000000003,Standard Non-Member,78.89171472906239,25.18,1.072279544389216
RES003157,Tokyo Thai Place 3157,Local,Thai,-5.754126,-116.01693,Tokyo,Japan,2007,True,True,True,True,2,4.2,2944,Operational,53.4,77.9,4.8,2.63,1.43,1.05,16.37,40.0,0.027,True,True,False,85,45000,6349,JPY,Asia,0.0065,0.34709999999999996,0.017095,0.009295,0.106405,0.40835294117647053,Standard Non-Member,84.49489034258706,0.36419499999999994,138.28827920403572
RES003158,Delhi Burger Place 3158,Local,Burger,-57.577545,118.925979,Delhi,India,1973,False,True,False,True,2,3.3,2807,Operational,45.73,92.3,6.3,,,,,,,False,False,False,38,14000,11312,INR,Asia,0.012,0.54876,,,,1.4441052631578948,Standard Non-Member,84.68710544649994,0.54876,114.80407682032796
RES003159,Japanese Chain 3159,Chain,Japanese,82.585566,100.210638,Osaka,Japan,1981,True,True,False,True,1,3.4,4547,Operational,19.66,62.9,7.8,8.42,4.04,1.22,16.37,56.0,0.059,False,True,True,80,40000,12067,JPY,Asia,0.0065,0.12779,0.054729999999999994,0.02626,0.106405,0.15973749999999998,Standard Non-Member,75.22556557398187,0.18252,610.3716224147241
RES003160,Burger Chain 3160,Chain,Burger,43.431364,-7.991012,Tokyo,Japan,2009,True,True,False,True,1,2.1,2643,Operational,23.8,58.5,4.2,5.86,3.43,0.63,0.71,71.0,0.007,True,False,True,85,45000,6349,JPY,Asia,0.0065,0.1547,0.03809,0.022295,0.004614999999999999,0.182,Membership Partner,63.75514071869075,0.1547,271.49145771520546
RES003161,Sao Paulo Mexican Place 3161,Local,Mexican,-49.21101,-25.089665,Sao Paulo,Brazil,2005,True,False,False,True,2,2.7,1508,Operational,40.62,43.5,5.3,6.4,1.34,1.68,1.68,32.0,0.003,True,False,True,50,12000,8100,BRL,South America,0.18,7.311599999999999,1.152,0.2412,0.3024,14.6232,Standard Non-Member,59.379727358348134,8.4636,7.248754410969635
RES003162,Delhi American Place 3162,Local,American,-31.154084,29.658921,Delhi,India,2005,False,True,True,False,3,4.1,1111,Operational,98.02,54.0,2.7,,,,,,,False,False,False,38,14000,11312,INR,Asia,0.012,1.17624,,,,3.0953684210526315,Standard Non-Member,70.90444418961378,1.17624,22.954479566687446
RES003163,Mexican Chain 3163,Chain,Mexican,70.687379,164.939576,Los Angeles,USA,1984,False,True,True,True,3,2.3,3234,Operational,67.75,67.2,8.8,,,,,,,True,False,False,95,75000,2990,USD,North America,1.0,67.75,,,,71.3157894736842,Standard Non-Member,69.145696173523,67.75,1.2988929697580376
RES003164,Mediterranean Chain 3164,Chain,Mediterranean,-51.697129,127.441469,Delhi,India,1997,True,False,False,False,1,2.1,2915,Operational,24.26,57.6,5.0,8.88,1.4,1.38,20.99,21.0,0.061,False,True,False,38,14000,11312,INR,Asia,0.012,0.29112000000000005,0.10656000000000002,0.0168,0.25188,0.7661052631578948,Membership Partner,63.740034597086144,0.29112000000000005,171.74989093881922
RES003165,Mumbai Mediterranean Place 3165,Local,Mediterranean,59.485294,-79.472269,Mumbai,India,1978,True,False,False,True,1,3.8,960,Operational,19.49,34.8,2.7,3.68,3.92,1.67,10.47,52.0,0.048,True,True,True,40,15000,20633,INR,Asia,0.012,0.23387999999999998,0.044160000000000005,0.04704,0.12564,0.5847,Standard Non-Member,60.91040992031425,0.27803999999999995,115.4433237415609
RES003166,New York Mediterranean Place 3166,Local,Mediterranean,-20.691188,-152.689079,New York,USA,1959,True,False,False,True,3,3.9,2797,Closed Temporarily,77.66,0.9,5.6,9.39,2.89,0.14,8.92,58.0,0.086,False,True,True,100,85000,10700,USD,North America,1.0,77.66,9.39,2.89,8.92,77.66,Standard Non-Member,51.714539595017655,87.05,0.7210919299370083
RES003167,Italian Chain 3167,Chain,Italian,-55.147247,-77.780439,London,United Kingdom,1996,True,False,False,False,4,3.1,2043,Operational,94.35,35.2,1.8,5.78,2.6,1.86,12.21,40.0,0.007,True,False,False,90,50000,5700,GBP,Europe,1.28,120.768,7.3984000000000005,3.3280000000000003,15.628800000000002,134.18666666666667,Standard Non-Member,59.52858077317245,128.1664,0.14904610369430557
RES003168,Indian Chain 3168,Chain,Indian,44.728326,5.203991,Rio de Janeiro,Brazil,2022,False,False,True,False,3,4.2,4012,Operational,85.21,27.7,1.7,,,,,,,True,True,False,55,11000,5622,BRL,South America,0.18,15.337799999999998,,,,27.886909090909086,Standard Non-Member,65.50476702652207,15.337799999999998,1.108372706100438
RES003169,Manchester Mexican Place 3169,Local,Mexican,46.115203,142.483608,Manchester,United Kingdom,1966,False,False,True,False,2,2.2,2831,Operational,55.29,58.3,4.6,,,,,,,True,False,False,75,35000,4800,GBP,Europe,1.28,70.77120000000001,,,,94.36160000000001,Standard Non-Member,64.51708183539016,70.77120000000001,0.649981904362482
RES003170,Chinese Chain 3170,Chain,Chinese,-47.303871,-34.451663,Osaka,Japan,2004,True,False,False,False,4,4.0,257,Operational,101.44,90.9,7.5,8.66,3.02,0.17,14.94,84.0,0.08,True,False,True,80,40000,12067,JPY,Asia,0.0065,0.65936,0.05629,0.019629999999999998,0.09710999999999999,0.8241999999999999,Membership Partner,79.91865887542406,0.65936,113.7464909207551
RES003171,Chinese Chain 3171,Chain,Chinese,-59.270396,173.059993,Manchester,United Kingdom,1958,False,False,True,False,3,3.6,2220,Operational,78.99,29.6,3.0,,,,,,,False,True,False,75,35000,4800,GBP,Europe,1.28,101.10719999999999,,,,134.8096,Standard Non-Member,60.58109588043382,101.10719999999999,0.29671477108737293
RES003172,American Chain 3172,Chain,American,49.611668,81.237625,Osaka,Japan,1979,False,False,True,False,1,2.0,199,Operational,24.38,29.5,3.4,,,,,,,False,True,True,80,40000,12067,JPY,Asia,0.0065,0.15847,,,,0.1980875,Standard Non-Member,42.46175692462038,0.15847,214.55029626871791
RES003173,American Chain 3173,Chain,American,37.927907,31.475485,Delhi,India,2002,True,False,True,False,4,3.0,1398,Closed Temporarily,76.29,33.7,4.1,8.64,4.7,1.78,24.55,38.0,0.055,True,True,False,38,14000,11312,INR,Asia,0.012,0.9154800000000001,0.10368000000000001,0.056400000000000006,0.29460000000000003,2.4091578947368424,Standard Non-Member,56.99313352178666,1.01916,44.78520034823223
RES003174,Sao Paulo Indian Place 3174,Local,Indian,32.312181,123.260852,Sao Paulo,Brazil,1972,False,False,True,False,1,3.4,3493,Operational,21.32,74.5,0.6,,,,,,,True,False,True,50,12000,8100,BRL,South America,0.18,3.8376,,,,7.6752,Standard Non-Member,78.93697031412782,3.8376,1.5634767658232316
RES003175,Tokyo Mediterranean Place 3175,Local,Mediterranean,8.656425,-1.792398,Tokyo,Japan,1984,False,True,True,False,3,4.1,3176,Operational,55.13,11.4,8.7,,,,,,,True,False,True,85,45000,6349,JPY,Asia,0.0065,0.358345,,,,0.4215823529411765,Standard Non-Member,57.56197395605089,0.358345,242.78211560893658
RES003176,Osaka Brazilian Place 3176,Local,Brazilian,-20.003182,-91.386025,Osaka,Japan,1976,False,True,False,True,4,4.5,1395,Operational,84.79,48.7,5.3,,,,,,,False,False,False,80,40000,12067,JPY,Asia,0.0065,0.551135,,,,0.68891875,Standard Non-Member,71.98557243601795,0.551135,96.16501190268824
RES003177,Japanese Chain 3177,Chain,Japanese,-70.874727,129.015306,Osaka,Japan,1991,False,True,False,True,3,3.7,2915,Operational,75.45,46.8,8.4,,,,,,,True,False,True,80,40000,12067,JPY,Asia,0.0065,0.490425,,,,0.61303125,Standard Non-Member,69.02003459708614,0.490425,171.27966298687267
RES003178,Chinese Chain 3178,Chain,Chinese,52.527695,-151.739622,Manchester,United Kingdom,1992,True,False,True,False,1,2.0,3374,Operational,21.81,96.0,3.3,0.54,0.87,1.22,23.39,81.0,0.089,True,False,False,75,35000,4800,GBP,Europe,1.28,27.9168,0.6912,1.1136,29.9392,37.2224,Membership Partner,79.01491928270315,27.9168,1.1820838641218239
RES003179,London American Place 3179,Local,American,-44.116592,-11.197235,London,United Kingdom,2018,True,False,True,False,1,2.8,3229,Operational,21.1,34.2,6.5,9.12,0.12,0.8,21.4,28.0,0.048,True,False,False,90,50000,5700,GBP,Europe,1.28,27.008000000000003,11.673599999999999,0.1536,27.392,30.00888888888889,Standard Non-Member,58.94024806039553,38.6816,2.4066942236857884
RES003180,New York Pizza Place 3180,Local,Pizza,-6.182778,84.652784,New York,USA,2007,True,False,True,True,3,4.9,3639,Operational,56.59,91.2,4.9,4.84,1.75,2.0,21.97,56.0,0.021,False,True,False,100,85000,10700,USD,North America,1.0,56.59,4.84,1.75,21.97,56.59,Membership Partner,94.76115693007795,56.59,0.8658773481908933
RES003181,Osaka Pizza Place 3181,Local,Pizza,43.647109,-7.678788,Osaka,Japan,1986,False,True,True,False,3,2.1,1685,Operational,73.65,61.1,9.0,,,,,,,True,False,True,80,40000,12067,JPY,Asia,0.0065,0.478725,,,,0.59840625,Standard Non-Member,63.21038096877249,0.478725,187.99898062774952
RES003182,Osaka Japanese Place 3182,Local,Japanese,15.349051,-40.690659,Osaka,Japan,1951,True,False,False,False,1,2.1,4304,Operational,18.41,55.5,9.2,3.76,1.0,1.78,18.52,62.0,0.058,True,False,False,80,40000,12067,JPY,Asia,0.0065,0.119665,0.024439999999999996,0.0065,0.12037999999999999,0.14958125,Standard Non-Member,64.2721597857196,0.14410499999999998,768.8065114568883
RES003183,Delhi Indian Place 3183,Local,Indian,73.49753,-122.837118,Delhi,India,1998,False,False,True,False,4,3.0,4889,Operational,96.93,24.0,2.9,,,,,,,True,False,False,38,14000,11312,INR,Asia,0.012,1.1631600000000002,,,,3.060947368421053,Standard Non-Member,57.52094204706211,1.1631600000000002,24.932060136129046
RES003184,Los Angeles Burger Place 3184,Local,Burger,15.46882,-132.004764,Los Angeles,USA,1991,True,False,False,False,1,2.3,4719,Operational,22.78,61.7,4.7,3.55,1.34,1.71,6.19,65.0,0.04,True,True,False,95,75000,2990,USD,North America,1.0,22.78,3.55,1.34,6.19,23.978947368421053,Standard Non-Member,68.27631411274982,26.330000000000002,2.06321325446825
RES003185,Mexican Chain 3185,Chain,Mexican,36.669864,-43.760483,Tokyo,Japan,1962,True,False,False,True,2,3.1,839,Operational,48.16,81.9,2.1,4.34,0.89,0.06,22.23,24.0,0.044,True,False,False,85,45000,6349,JPY,Asia,0.0065,0.31304,0.02821,0.005785,0.14449499999999998,0.36828235294117645,Membership Partner,75.0764180036871,0.31304,67.08386441392662
RES003186,Mumbai Thai Place 3186,Local,Thai,-19.409512,50.622366,Mumbai,India,1956,True,False,False,False,4,2.5,3527,Operational,85.75,42.7,6.6,8.25,3.36,1.8,16.32,66.0,0.046,False,True,True,40,15000,20633,INR,Asia,0.012,1.029,0.099,0.04032,0.19584000000000001,2.5725,Standard Non-Member,60.8510790827538,1.128,64.13987935871783
RES003187,Mediterranean Chain 3187,Chain,Mediterranean,-33.439126,-53.030173,London,United Kingdom,1977,True,False,False,True,1,3.6,4193,Operational,20.32,39.6,2.3,9.97,4.74,0.67,2.72,62.0,0.003,False,True,True,90,50000,5700,GBP,Europe,1.28,26.009600000000002,12.761600000000001,6.067200000000001,3.4816000000000003,28.899555555555555,Standard Non-Member,66.82015203801708,38.77120000000001,0.8842888439541996
RES003188,Osaka Thai Place 3188,Local,Thai,-24.524974,57.19103,Osaka,Japan,1968,True,False,False,False,2,3.3,1355,Operational,44.32,21.1,5.9,2.84,3.15,1.6,10.73,80.0,0.033,False,False,True,80,40000,12067,JPY,Asia,0.0065,0.28808,0.018459999999999997,0.020475,0.069745,0.3601,Standard Non-Member,53.64317556092875,0.30654,204.8035101238888
RES003189,Rio de Janeiro Mediterranean Place 3189,Local,Mediterranean,21.068006,172.204812,Rio de Janeiro,Brazil,1980,False,True,False,False,4,2.1,1001,Operational,94.08,67.9,5.4,,,,,,,True,False,False,55,11000,5622,BRL,South America,0.18,16.9344,,,,30.78981818181818,Standard Non-Member,64.09756365092298,16.9344,3.18877532190244
RES003190,Sao Paulo Mediterranean Place 3190,Local,Mediterranean,78.337709,-79.607864,Sao Paulo,Brazil,1961,False,True,False,False,2,4.5,3319,Operational,46.5,31.0,9.2,,,,,,,True,True,False,50,12000,8100,BRL,South America,0.18,8.37,,,,16.74,Standard Non-Member,67.95704755693417,8.37,10.991635484870315
RES003191,Osaka Brazilian Place 3191,Local,Brazilian,-7.312002,104.595867,Osaka,Japan,2022,True,False,True,True,4,3.1,75,Operational,77.17,43.4,1.3,2.63,1.33,0.47,22.28,51.0,0.009,True,True,True,80,40000,12067,JPY,Asia,0.0065,0.501605,0.017095,0.008645,0.14482,0.62700625,Standard Non-Member,51.21372817642822,0.5186999999999999,25.916755381713937
RES003192,Rio de Janeiro Mediterranean Place 3192,Local,Mediterranean,-28.073642,91.865301,Rio de Janeiro,Brazil,1964,True,False,True,True,3,2.9,3906,Operational,87.18,69.1,0.4,3.39,1.62,1.15,0.13,85.0,0.016,False,False,False,55,11000,5622,BRL,South America,0.18,15.692400000000001,0.6102,0.2916,0.0234,28.531636363636366,Membership Partner,74.17048016665865,15.692400000000001,0.2549004451262748
RES003193,New York Japanese Place 3193,Local,Japanese,-46.402391,-142.564803,New York,USA,1955,False,False,True,True,3,3.6,1201,Operational,63.29,92.3,1.8,,,,,,,False,False,False,100,85000,10700,USD,North America,1.0,63.29,,,,63.29,Standard Non-Member,83.49856552715792,63.29,0.2844051147984656
RES003194,Mumbai Mediterranean Place 3194,Local,Mediterranean,-15.152285,162.82217,Mumbai,India,1969,True,False,False,False,3,3.3,4904,Operational,65.93,20.4,6.1,3.64,4.5,1.9,10.24,75.0,0.062,False,False,True,40,15000,20633,INR,Asia,0.012,0.7911600000000001,0.043680000000000004,0.054,0.12288,1.9779000000000002,Standard Non-Member,57.891729817928976,0.8348400000000001,77.10187938990924
RES003195,Japanese Chain 3195,Chain,Japanese,-50.877038,146.101688,Rio de Janeiro,Brazil,1961,True,False,False,False,3,2.8,1660,Operational,79.04,26.5,5.8,4.0,2.49,0.88,21.93,79.0,0.002,True,True,True,55,11000,5622,BRL,South America,0.18,14.2272,0.72,0.44820000000000004,3.9474,25.867636363636365,Membership Partner,53.517762654760745,14.2272,4.076697869102995
RES003196,Brazilian Chain 3196,Chain,Brazilian,86.964201,33.536477,Tokyo,Japan,1967,False,True,False,True,4,4.8,1279,Operational,88.09,7.5,8.1,,,,,,,False,False,False,85,45000,6349,JPY,Asia,0.0065,0.572585,,,,0.6736294117647059,Standard Non-Member,57.000017938311686,0.572585,141.4634657501231
RES003197,New York American Place 3197,Local,American,-81.03769,58.026278,New York,USA,1981,True,False,True,False,2,2.3,3933,Operational,42.08,24.2,2.7,2.09,4.98,0.37,3.44,69.0,0.065,True,False,True,100,85000,10700,USD,North America,1.0,42.08,2.09,4.98,3.44,42.08,Standard Non-Member,52.63473725009483,44.17,0.6416349657406141
RES003198,Mediterranean Chain 3198,Chain,Mediterranean,0.891723,110.358006,Rio de Janeiro,Brazil,1971,True,False,False,True,2,4.8,69,Operational,44.65,22.9,7.0,2.04,3.52,1.82,9.98,42.0,0.037,True,False,False,55,11000,5622,BRL,South America,0.18,8.036999999999999,0.36719999999999997,0.6335999999999999,1.7964,14.612727272727271,Membership Partner,52.92406878212107,8.036999999999999,8.70971647259967
RES003199,Indian Chain 3199,Chain,Indian,-64.752642,-0.187225,Tokyo,Japan,1964,True,True,False,False,3,2.6,2521,Operational,78.33,91.5,3.0,0.03,2.29,1.52,18.4,21.0,0.018,True,False,True,85,45000,6349,JPY,Asia,0.0065,0.509145,0.000195,0.014884999999999999,0.11959999999999998,0.5989941176470588,Standard Non-Member,79.78874937043679,0.5093399999999999,58.92219520530457
RES003200,Los Angeles Burger Place 3200,Local,Burger,-23.241435,4.370691,Los Angeles,USA,1963,True,True,False,True,4,4.6,3084,Operational,86.61,36.5,9.0,8.7,1.81,1.41,22.05,56.0,0.025,True,False,True,95,75000,2990,USD,North America,1.0,86.61,8.7,1.81,22.05,91.16842105263157,Standard Non-Member,70.49847152048656,95.31,1.0391409647945853
RES003201,French Chain 3201,Chain,French,-76.175586,-20.088575,Tokyo,Japan,1987,True,True,False,True,3,4.4,173,Operational,35.05,86.1,2.0,9.31,1.06,1.42,10.9,21.0,0.082,False,False,True,85,45000,6349,JPY,Asia,0.0065,0.22782499999999997,0.060515,0.00689,0.07085,0.26802941176470585,Membership Partner,79.01124745348025,0.22782499999999997,87.78629304820348
RES003202,Rio de Janeiro Pizza Place 3202,Local,Pizza,51.658094,166.546671,Rio de Janeiro,Brazil,2021,True,True,False,False,1,3.6,1937,Operational,21.64,39.0,8.8,6.15,0.44,1.39,10.72,24.0,0.06,True,True,False,55,11000,5622,BRL,South America,0.18,3.8952,1.107,0.07919999999999999,1.9296,7.082181818181818,Standard Non-Member,63.86101578303587,5.0022,22.591902189386378
RES003203,Tokyo Mexican Place 3203,Local,Mexican,16.001493,99.721251,Tokyo,Japan,2012,False,True,True,False,4,2.1,3796,Operational,94.17,48.9,2.6,,,,,,,False,False,True,85,45000,6349,JPY,Asia,0.0065,0.612105,,,,0.7201235294117647,Standard Non-Member,61.18989116865712,0.612105,42.47630312396872
RES003204,New York Burger Place 3204,Local,Burger,23.923794,-146.930876,New York,USA,1972,True,True,True,True,1,3.7,1065,Operational,25.2,22.9,0.9,1.2,3.07,0.22,15.61,59.0,0.018,True,True,False,100,85000,10700,USD,North America,1.0,25.2,1.2,3.07,15.61,25.2,Standard Non-Member,55.91564207645138,26.4,0.35714284297052207
RES003205,Rio de Janeiro American Place 3205,Local,American,4.187741,-116.467205,Rio de Janeiro,Brazil,1990,True,True,False,True,4,3.9,1036,Operational,98.45,52.4,0.1,4.64,4.17,0.2,2.62,40.0,0.014,True,True,False,55,11000,5622,BRL,South America,0.18,17.721,0.8351999999999999,0.7505999999999999,0.4716,32.22,Standard Non-Member,68.8184947593985,18.5562,0.056430220843619386
RES003206,Mumbai Pizza Place 3206,Local,Pizza,7.476801,7.987697,Mumbai,India,1975,False,True,True,False,3,3.9,605,Operational,67.92,47.4,7.0,,,,,,,True,True,False,40,15000,20633,INR,Asia,0.012,0.81504,,,,2.0376,Standard Non-Member,64.92634109918163,0.81504,85.88524994448133
RES003207,Brazilian Chain 3207,Chain,Brazilian,-6.535146,-52.590193,Los Angeles,USA,1967,True,False,False,True,1,3.7,4641,Operational,24.43,58.5,9.4,2.21,4.63,0.47,12.15,44.0,0.022,False,False,True,95,75000,2990,USD,North America,1.0,24.43,2.21,4.63,12.15,25.715789473684207,Standard Non-Member,75.33762188822811,26.64,3.847728045528938
RES003208,Mumbai Burger Place 3208,Local,Burger,-84.65049,-55.326064,Mumbai,India,1960,False,True,False,True,2,3.2,2399,Operational,65.07,13.5,5.3,,,,,,,False,True,False,40,15000,20633,INR,Asia,0.012,0.78084,,,,1.9521,Standard Non-Member,52.01410614618641,0.78084,67.8755341996642
RES003209,Delhi Pizza Place 3209,Local,Pizza,-0.438809,113.556551,Delhi,India,1954,True,False,False,False,1,3.0,3980,Operational,22.06,43.2,7.7,9.76,3.41,1.59,24.43,93.0,0.044,True,True,True,38,14000,11312,INR,Asia,0.012,0.26472,0.11712,0.040920000000000005,0.29316,0.6966315789473684,Standard Non-Member,64.47656809133568,0.38184,290.87227684996657
