Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability,Average_menu_price,Popularity_score,Estimated_value_score,Total_Promo_Events,Avg_Discount_Nominal,Max_Discount_Nominal,Avg_Price_Markdown_Pct,Cost_of_living_index,Average_income,Currency,Region,FX_Rate,Minimum_order_USD,Average_menu_price_USD,Avg_Discount_USD,Promo_Attractiveness_Score,Min_Order_Friction_Ratio,Normalized_Review_Score,Composite_Volume_Index,Promo_Strategy_Segment
RES001988,American Chain 1988,Chain,American,9.233501,-148.237251,Mumbai,India,1965,True,False,False,False,2,4.6,3804,Operational,6.75,2.38,0.57,23.0,31.0,1.42,0.63,0.068,False,52.28,88.2,7.6,2.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.00756,0.62736,0.0,53.199999999999996,0.012050478113877017,96.79101462592708,91.63640585037083,"Growth Driver (High Promo, Low Barrier)"
RES001989,Mediterranean Chain 1989,Chain,Mediterranean,-7.166689,58.21444,Mumbai,India,1955,True,False,False,False,1,3.9,4008,Operational,5.99,2.51,1.3,58.0,60.0,1.93,0.47,0.071,True,28.89,61.2,0.1,6.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.00564,0.34668,0.0,0.7000000000000001,0.0162685581269236,97.40418160431634,75.68167264172654,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001990,Pizza Chain 1990,Chain,Pizza,89.918813,159.715942,Rio de Janeiro,Brazil,2023,False,True,False,False,2,3.6,692,Operational,,,,,,,,,,39.18,85.0,4.7,2.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,,7.0524,0.0,32.9,,76.79614956767622,81.71845982707049,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001991,Los Angeles Mexican Place 1991,Local,Mexican,44.06499,24.806418,Los Angeles,USA,2007,True,False,False,True,4,4.0,2829,Operational,3.82,0.79,0.33,27.0,31.0,2.19,6.88,0.035,True,86.42,1.3,7.5,3.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,6.88,86.42,0.0,52.5,0.07961120018964128,93.31531174711792,38.10612469884717,"Growth Driver (High Promo, Low Barrier)"
RES001992,Mumbai Pizza Place 1992,Local,Pizza,-81.396238,-128.633498,Mumbai,India,1970,True,True,True,False,1,2.2,496,Operational,7.05,3.69,1.5,23.0,33.0,1.85,10.42,0.001,True,26.31,73.7,3.2,3.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.12504,0.31572,0.0,22.400000000000002,0.3960458759474347,72.89307774273318,73.37723109709327,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001993,New York Pizza Place 1993,Local,Pizza,-45.12161,81.376783,New York,USA,1954,False,True,False,True,4,4.1,1726,Operational,,,,,,,,,,89.77,54.8,2.9,3.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,,89.77,0.0,20.3,,87.51669587309776,67.8866783492391,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001994,Brazilian Chain 1994,Chain,Brazilian,79.68436,106.011362,Los Angeles,USA,2010,False,False,True,False,1,3.3,1289,Operational,,,,,,,,,,26.98,99.2,5.7,,,,,95,75000,USD,North America,1.0,,26.98,0.0,39.9,,84.09142742629247,93.15657097051698,"Growth Driver (High Promo, Low Barrier)"
RES001995,Tokyo Thai Place 1995,Local,Thai,-58.309314,-92.748647,Tokyo,Japan,1960,False,True,False,False,3,2.6,3945,Operational,,,,,,,,,,72.26,99.0,3.5,6.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,,0.46969,0.0,24.5,,97.21821594861431,98.28728637944573,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001996,Manchester Chinese Place 1996,Local,Chinese,76.35438,30.86128,Manchester,United Kingdom,1961,True,False,False,False,4,3.6,4423,Operational,3.69,0.14,1.38,89.0,85.0,1.21,17.74,0.065,True,92.37,1.2,8.6,,,,,75,35000,GBP,Europe,1.28,22.707199999999997,118.23360000000001,0.0,60.199999999999996,0.192053695463441,98.56066726345203,40.14426690538082,"Growth Driver (High Promo, Low Barrier)"
RES001997,Pizza Chain 1997,Chain,Pizza,59.266379,-92.606468,Manchester,United Kingdom,1984,True,False,True,False,3,2.7,1581,Operational,6.42,4.66,1.04,62.0,59.0,1.75,24.08,0.064,False,69.93,64.9,4.6,7.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,30.8224,89.5104,0.0,32.199999999999996,0.34434434049736856,86.4870858967337,73.53483435869349,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001998,Italian Chain 1998,Chain,Italian,3.21306,-48.821442,Tokyo,Japan,1951,False,False,True,False,4,4.7,3544,Operational,,,,,,,,,,101.93,17.8,6.3,8.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,,0.662545,0.0,44.1,,95.9600346546483,49.06401386185932,"Growth Driver (High Promo, Low Barrier)"
RES001999,Tokyo Brazilian Place 1999,Local,Brazilian,4.324984,-172.023379,Tokyo,Japan,2021,False,True,False,True,1,2.0,1642,Operational,,,,,,,,,,29.01,93.8,0.7,3.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,,0.188565,0.0,4.8999999999999995,,86.93128248303931,91.05251299321571,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002000,Thai Chain 2000,Chain,Thai,17.928742,-68.489276,Tokyo,Japan,1970,False,True,True,True,1,2.9,3399,Operational,,,,,,,,,,26.57,75.5,5.1,,,,,85,45000,JPY,Asia,0.0065,,0.172705,0.0,35.699999999999996,,95.46971176451666,83.48788470580666,"Growth Driver (High Promo, Low Barrier)"
RES002001,Sao Paulo Brazilian Place 2001,Local,Brazilian,16.359226,-5.587345,Sao Paulo,Brazil,1954,False,True,True,False,3,2.0,2820,Operational,,,,,,,,,,85.17,37.1,5.7,6.0,0.0,0.0,0.0,50,12000,BRL,South America,0.18,,15.3306,0.0,39.9,,93.27791439359459,59.57116575743784,"Growth Driver (High Promo, Low Barrier)"
RES002002,Rio de Janeiro American Place 2002,Local,American,24.609903,67.147952,Rio de Janeiro,Brazil,1973,True,True,True,False,4,2.1,2254,Operational,9.51,1.58,0.0,69.0,71.0,2.17,20.96,0.041,False,96.23,80.2,6.6,3.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,3.7728,17.3214,0.0,46.199999999999996,0.21781148072260437,90.6486890595255,84.3794756238102,"Growth Driver (High Promo, Low Barrier)"
RES002003,Italian Chain 2003,Chain,Italian,37.652903,112.287807,Osaka,Japan,1961,True,False,False,False,1,4.8,4027,Operational,9.59,3.81,0.14,25.0,21.0,2.09,11.16,0.08,True,21.66,29.9,5.3,9.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,0.07254,0.14079,0.0,37.1,0.5152317974870553,97.45969320394299,56.9238772815772,"Basket Maximizer (High Promo, High Barrier)"
RES002004,Brazilian Chain 2004,Chain,Brazilian,38.166597,-137.397596,Delhi,India,1997,True,True,False,True,2,2.1,3111,Operational,4.15,1.41,0.44,67.0,71.0,2.0,19.08,0.09,False,50.07,61.9,8.6,9.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,0.22896,0.60084,0.0,60.199999999999996,0.3810658726684763,94.43054610050841,74.91221844020336,"Basket Maximizer (High Promo, High Barrier)"
RES002005,Delhi Pizza Place 2005,Local,Pizza,-36.130648,17.214743,Delhi,India,1977,True,False,False,False,3,2.8,4288,Operational,4.83,3.21,0.14,34.0,39.0,1.14,6.7,0.081,False,63.22,53.8,1.2,2.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,0.0804,0.75864,0.0,8.4,0.10597898083546763,98.19681581193886,71.55872632477553,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002006,London Thai Place 2006,Local,Thai,37.468351,135.228065,London,United Kingdom,1957,False,False,True,False,1,4.8,3791,Operational,,,,,,,,,,22.2,97.8,9.0,6.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,,28.416,0.0,63.0,,96.75083323648087,97.38033329459235,"Growth Driver (High Promo, Low Barrier)"
RES002007,Delhi Italian Place 2007,Local,Italian,-44.834282,-166.588345,Delhi,India,1970,False,True,True,False,2,2.4,2510,Operational,,,,,,,,,,48.11,27.1,6.4,2.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,0.57732,0.0,44.800000000000004,,91.91117753524408,53.02447101409763,"Growth Driver (High Promo, Low Barrier)"
RES002008,Indian Chain 2008,Chain,Indian,-12.705751,-161.495058,Delhi,India,1970,True,False,False,True,2,3.3,4553,Operational,8.9,3.44,1.73,35.0,30.0,2.05,14.41,0.045,True,39.97,6.5,5.8,5.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,0.17292000000000002,0.47964,0.0,40.6,0.36051963864640435,98.90069739753929,43.46027895901572,"Basket Maximizer (High Promo, High Barrier)"
RES002009,London Mexican Place 2009,Local,Mexican,-33.260067,-32.723129,London,United Kingdom,1993,True,False,False,True,1,2.6,3085,Operational,1.5,3.81,1.55,63.0,65.0,1.96,10.09,0.076,True,16.71,86.6,7.4,3.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,12.9152,21.3888,0.0,51.800000000000004,0.6038300136599523,94.33204351636883,89.69281740654753,"Basket Maximizer (High Promo, High Barrier)"
RES002010,London Burger Place 2010,Local,Burger,-38.003856,-110.723702,London,United Kingdom,1974,False,True,False,True,1,2.5,3854,Operational,,,,,,,,,,20.98,66.7,9.3,1.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,,26.854400000000002,0.0,65.10000000000001,,96.94428940658945,78.79771576263579,"Growth Driver (High Promo, Low Barrier)"
RES002011,Manchester American Place 2011,Local,American,7.446538,24.133946,Manchester,United Kingdom,1979,True,True,True,False,2,2.7,3405,Operational,8.89,2.28,0.63,82.0,84.0,1.46,24.3,0.076,False,39.19,28.6,3.8,5.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,31.104000000000003,50.163199999999996,0.0,26.599999999999998,0.6200561244088073,95.49041235427336,55.35616494170935,"Strict Gatekeeper (Low Promo, High Barrier)"
RES002012,Thai Chain 2012,Chain,Thai,-88.98647,-167.300251,Manchester,United Kingdom,1989,False,True,False,True,2,2.5,1369,Operational,,,,,,,,,,50.45,55.8,10.0,4.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,,64.57600000000001,0.0,70.0,,84.79784687007668,67.39913874803068,"Growth Driver (High Promo, Low Barrier)"
RES002013,Indian Chain 2013,Chain,Indian,67.881957,-63.103346,Sao Paulo,Brazil,1971,True,True,False,True,1,2.0,251,Operational,8.19,4.28,1.0,51.0,55.0,1.99,18.09,0.019,True,21.45,60.3,3.6,1.0,0.0,0.0,0.0,50,12000,BRL,South America,0.18,3.2561999999999998,3.8609999999999998,0.0,25.2,0.8433564249271108,64.91926551032141,62.14770620412857,"Strict Gatekeeper (Low Promo, High Barrier)"
RES002014,New York Indian Place 2014,Local,Indian,4.509332,176.058,New York,USA,1984,True,False,False,False,4,4.4,4186,Operational,4.21,3.72,1.61,63.0,69.0,1.73,17.01,0.022,True,90.05,55.8,2.9,4.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,17.01,90.05,0.0,20.3,0.18889505620327537,97.91422795890298,72.64569118356118,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002015,Rio de Janeiro Mediterranean Place 2015,Local,Mediterranean,58.025566,-134.392204,Rio de Janeiro,Brazil,1997,False,False,True,True,1,2.5,865,Operational,,,,,,,,,,22.67,60.1,8.6,6.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,,4.0806000000000004,0.0,60.199999999999996,,79.4126180679252,67.82504722717007,"Growth Driver (High Promo, Low Barrier)"
RES002016,Los Angeles Pizza Place 2016,Local,Pizza,22.074493,20.394149,Los Angeles,USA,2022,True,False,False,True,4,2.3,358,Operational,8.83,2.27,1.87,41.0,51.0,1.5,17.75,0.013,True,82.95,6.9,6.1,3.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,17.75,82.95,0.0,42.699999999999996,0.21398432532870013,69.07421402396271,31.769685609585085,"Growth Driver (High Promo, Low Barrier)"
RES002017,Brazilian Chain 2017,Chain,Brazilian,51.596677,-166.880536,Mumbai,India,1977,True,False,True,False,3,3.8,3948,Operational,2.25,4.51,0.95,57.0,63.0,2.07,16.83,0.076,False,67.4,80.4,3.3,3.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.20195999999999997,0.8088000000000001,0.0,23.099999999999998,0.2497029553623202,97.22713856952421,87.13085542780969,"Strict Gatekeeper (Low Promo, High Barrier)"
RES002018,Tokyo Pizza Place 2018,Local,Pizza,81.989663,-27.409751,Tokyo,Japan,1976,True,False,True,False,3,3.1,2295,Operational,8.89,1.17,0.45,16.0,26.0,1.56,7.21,0.021,True,72.89,12.0,4.5,6.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,0.046865,0.47378499999999996,0.0,31.5,0.09891596628013492,90.86023859281627,43.544095437126515,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002019,Rio de Janeiro Thai Place 2019,Local,Thai,-10.626723,-104.105685,Rio de Janeiro,Brazil,1972,True,True,False,True,1,4.5,2156,Operational,5.91,1.57,0.68,85.0,83.0,2.48,7.47,0.054,False,22.59,29.5,9.6,4.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,1.3445999999999998,4.0662,0.0,67.2,0.3306772095132532,90.12703173253114,53.75081269301245,"Basket Maximizer (High Promo, High Barrier)"
RES002020,Osaka Burger Place 2020,Local,Burger,-54.643608,57.278852,Osaka,Japan,2002,True,False,False,True,1,2.2,2102,Operational,3.26,2.39,1.95,39.0,41.0,1.19,17.1,0.057,True,21.05,56.7,9.7,5.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,0.11115,0.136825,0.0,67.89999999999999,0.8123456068291114,89.82936470957942,69.95174588383178,"Basket Maximizer (High Promo, High Barrier)"
RES002021,Indian Chain 2021,Chain,Indian,44.364929,-71.499074,Rio de Janeiro,Brazil,1959,False,False,True,True,3,3.7,1446,Operational,,,,,,,,,,55.25,26.4,3.0,2.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,,9.945,0.0,21.0,,85.43984738254339,50.015938953017354,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002022,Mumbai Japanese Place 2022,Local,Japanese,21.372901,-162.432126,Mumbai,India,1963,True,True,True,True,1,2.3,4884,Operational,0.2,3.97,0.08,36.0,42.0,1.94,4.81,0.095,False,17.77,93.7,8.5,2.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.057719999999999994,0.21324,0.0,59.5,0.2706796535375467,99.72446256184611,96.10978502473844,"Basket Maximizer (High Promo, High Barrier)"
RES002023,New York Brazilian Place 2023,Local,Brazilian,68.344735,29.762922,New York,USA,1960,True,True,False,True,1,3.1,2050,Operational,5.3,3.56,0.05,33.0,39.0,2.49,9.91,0.058,False,20.92,88.1,6.0,3.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,9.91,20.92,0.0,42.0,0.4737093463810063,89.53540836488071,88.67416334595228,"Basket Maximizer (High Promo, High Barrier)"
RES002024,Sao Paulo Brazilian Place 2024,Local,Brazilian,-72.63976,76.642643,Sao Paulo,Brazil,1950,True,True,True,True,4,3.1,1855,Operational,4.0,1.2,1.47,75.0,83.0,1.08,24.0,0.047,True,91.14,51.2,3.8,5.0,0.0,0.0,0.0,50,12000,BRL,South America,0.18,4.32,16.4052,0.0,26.599999999999998,0.26333112285548954,88.36246914843744,66.06498765937498,"Strict Gatekeeper (Low Promo, High Barrier)"
RES002025,Tokyo Thai Place 2025,Local,Thai,-85.102039,124.191381,Tokyo,Japan,1995,True,False,False,True,4,4.3,456,Operational,4.09,2.79,1.16,74.0,77.0,1.23,23.33,0.033,True,100.12,50.3,9.3,1.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,0.15164499999999997,0.65078,0.0,65.10000000000001,0.23302001748668133,71.90795666737901,58.9431826669516,"Basket Maximizer (High Promo, High Barrier)"
RES002026,Delhi Mexican Place 2026,Local,Mexican,36.259081,-83.791263,Delhi,India,2013,True,True,True,False,4,4.2,4909,Operational,4.21,3.72,0.54,68.0,66.0,1.21,0.97,0.068,False,100.26,55.7,9.3,2.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,0.01164,1.2031200000000002,0.0,65.10000000000001,0.009674837360498236,99.78439470550731,73.33375788220293,"Growth Driver (High Promo, Low Barrier)"
RES002027,Indian Chain 2027,Chain,Indian,-75.922748,93.321447,Los Angeles,USA,2016,True,True,False,False,3,2.5,4570,Operational,9.07,2.41,1.15,61.0,60.0,2.18,1.95,0.031,True,57.68,67.4,8.7,1.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,1.95,57.68,0.0,60.89999999999999,0.03380721161915375,98.94444354889183,80.01777741955674,"Growth Driver (High Promo, Low Barrier)"
RES002028,Tokyo Mexican Place 2028,Local,Mexican,-62.075286,112.001864,Tokyo,Japan,1996,False,True,False,False,1,2.6,12,Operational,,,,,,,,,,22.15,34.2,1.4,3.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,,0.143975,0.0,9.799999999999999,,30.11425333831624,32.565701335326494,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002029,Rio de Janeiro Mediterranean Place 2029,Local,Mediterranean,51.019326,116.407124,Rio de Janeiro,Brazil,1985,True,False,False,False,1,3.5,2241,Operational,3.8,1.44,0.32,74.0,75.0,1.2,12.58,0.09,True,18.73,42.2,4.2,,,,,55,11000,BRL,South America,0.18,2.2643999999999997,3.3714,0.0,29.400000000000002,0.6716495605239483,90.5808085685312,61.55232342741248,"Strict Gatekeeper (Low Promo, High Barrier)"
RES002030,Delhi Chinese Place 2030,Local,Chinese,-67.214224,-173.366365,Delhi,India,1980,False,True,False,False,4,5.0,1532,Operational,,,,,,,,,,84.57,71.1,6.3,2.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,1.01484,0.0,44.1,,86.1176856727149,77.10707426908596,"Growth Driver (High Promo, Low Barrier)"
RES002031,London Italian Place 2031,Local,Italian,82.215596,129.052611,London,United Kingdom,1963,True,False,False,True,2,3.1,1819,Operational,7.12,4.05,0.78,37.0,45.0,1.82,12.99,0.039,False,46.97,58.8,0.3,5.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,16.627200000000002,60.1216,0.0,2.1,0.2765595014677005,88.13250285615646,70.53300114246258,"Strict Gatekeeper (Low Promo, High Barrier)"
RES002032,Osaka Italian Place 2032,Local,Italian,73.40611,132.65702,Osaka,Japan,2023,True,True,True,False,4,4.4,4820,Operational,6.93,3.25,0.7,26.0,30.0,2.23,13.46,0.089,True,99.94,10.9,2.1,1.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,0.08749,0.6496099999999999,0.0,14.700000000000001,0.134680601159771,99.56962751072372,46.36785100428949,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002033,Tokyo Mexican Place 2033,Local,Mexican,37.0266,115.698748,Tokyo,Japan,1977,False,True,True,True,3,3.9,1151,Operational,,,,,,,,,,63.58,86.1,6.9,3.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,,0.41326999999999997,0.0,48.300000000000004,,82.76305554275017,84.76522221710007,"Growth Driver (High Promo, Low Barrier)"
RES002034,Thai Chain 2034,Chain,Thai,-33.466457,-66.721197,Rio de Janeiro,Brazil,1983,True,True,False,True,1,4.9,4867,Operational,7.92,3.33,1.32,30.0,35.0,1.38,8.33,0.009,False,27.11,83.9,3.3,2.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,1.4994,4.8797999999999995,0.0,23.099999999999998,0.3072666282907848,99.68353325050279,90.21341330020113,"Strict Gatekeeper (Low Promo, High Barrier)"
RES002035,Rio de Janeiro Chinese Place 2035,Local,Chinese,72.005547,71.573609,Rio de Janeiro,Brazil,2014,False,False,True,True,1,3.6,1937,Operational,,,,,,,,,,25.68,68.6,7.2,2.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,,4.6224,0.0,50.4,,88.87005261011957,76.70802104404783,"Growth Driver (High Promo, Low Barrier)"
RES002036,French Chain 2036,Chain,French,-45.738609,142.579737,Rio de Janeiro,Brazil,2013,True,True,False,False,2,2.9,4017,Operational,4.83,2.14,0.51,26.0,26.0,1.52,13.9,0.015,False,53.26,14.2,9.1,2.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,2.502,9.586799999999998,0.0,63.699999999999996,0.2609838255743496,97.43050929269752,47.49220371707901,"Basket Maximizer (High Promo, High Barrier)"
RES002037,Los Angeles American Place 2037,Local,American,-26.076659,-46.777313,Los Angeles,USA,2001,True,False,True,True,3,4.8,980,Operational,7.23,4.15,1.75,67.0,77.0,2.27,0.05,0.001,False,73.58,44.9,3.5,5.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,0.05,73.58,0.0,24.5,0.0006795324724173353,80.8765348848843,59.29061395395372,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002038,New York Mexican Place 2038,Local,Mexican,23.714452,49.712047,New York,USA,1971,False,False,True,True,2,4.3,1847,Operational,,,,,,,,,,40.87,37.8,5.6,4.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,,40.87,0.0,39.199999999999996,,88.31175338297281,58.00470135318912,"Growth Driver (High Promo, Low Barrier)"
RES002039,Mexican Chain 2039,Chain,Mexican,-50.151311,17.819851,Delhi,India,1952,False,True,False,False,2,3.7,3547,Closed Temporarily,,,,,,,,,,47.37,57.5,1.1,3.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,0.56844,0.0,7.700000000000001,,95.96996614948736,72.88798645979494,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002040,London French Place 2040,Local,French,46.740814,-11.923173,London,United Kingdom,2006,False,True,False,False,3,2.7,3970,Operational,,,,,,,,,,71.92,64.9,8.9,2.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,,92.05760000000001,0.0,62.300000000000004,,97.29236474533634,77.85694589813454,"Growth Driver (High Promo, Low Barrier)"
RES002041,Indian Chain 2041,Chain,Indian,59.910317,-33.546993,Delhi,India,1960,False,False,True,True,4,2.2,3708,Operational,,,,,,,,,,96.18,38.4,3.3,5.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,1.15416,0.0,23.099999999999998,,96.49099685884849,61.636398743539395,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002042,Osaka American Place 2042,Local,American,-58.518906,75.454196,Osaka,Japan,2008,True,True,False,True,3,2.2,2704,Operational,0.83,1.1,1.09,53.0,51.0,1.97,9.88,0.096,False,86.03,5.7,3.3,,,,,80,40000,JPY,Asia,0.0065,0.06422,0.559195,0.0,23.099999999999998,0.11484345381583559,92.78492881835643,40.53397152734258,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002043,Tokyo Japanese Place 2043,Local,Japanese,8.621224,38.964651,Tokyo,Japan,1967,True,False,True,False,3,2.9,938,Operational,3.14,1.22,1.25,30.0,40.0,1.96,9.74,0.019,False,65.15,52.6,8.9,5.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,0.06331,0.423475,0.0,62.300000000000004,0.14950079815621195,80.36279811734923,63.70511924693969,"Growth Driver (High Promo, Low Barrier)"
RES002044,Mumbai French Place 2044,Local,French,35.436079,-14.891946,Mumbai,India,2003,True,False,False,True,3,4.1,1760,Operational,1.94,1.7,0.2,17.0,13.0,1.84,11.61,0.047,True,95.71,3.6,4.0,1.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.13932,1.14852,0.0,28.0,0.12130383336482312,87.74559255494813,37.258237021979255,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002045,Japanese Chain 2045,Chain,Japanese,68.412086,139.709635,New York,USA,1958,True,True,True,True,3,3.3,4900,Operational,8.91,2.77,1.76,26.0,27.0,1.28,20.6,0.022,False,57.19,9.0,7.1,5.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,20.6,57.19,0.0,49.699999999999996,0.3602028263646997,99.76285436044992,45.30514174417997,"Basket Maximizer (High Promo, High Barrier)"
RES002046,American Chain 2046,Chain,American,49.547667,124.303234,London,United Kingdom,2005,False,True,True,True,3,3.3,2319,Operational,,,,,,,,,,52.57,56.4,0.5,2.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,,67.28960000000001,0.0,3.5,,90.98232650177641,70.23293060071056,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002047,London Mexican Place 2047,Local,Mexican,31.767476,16.216574,London,United Kingdom,1957,False,True,False,True,3,4.3,481,Operational,,,,,,,,,,74.6,90.5,6.7,3.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,,95.488,0.0,46.9,,72.53327385169214,83.31330954067685,"Growth Driver (High Promo, Low Barrier)"
RES002048,Delhi Japanese Place 2048,Local,Japanese,20.499908,152.416761,Delhi,India,1953,False,False,True,True,3,3.3,88,Operational,,,,,,,,,,85.58,64.1,5.8,2.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,1.02696,0.0,40.6,,52.69964975662127,59.5398599026485,"Growth Driver (High Promo, Low Barrier)"
RES002049,Italian Chain 2049,Chain,Italian,-86.736046,102.610743,Osaka,Japan,1966,False,False,True,True,3,3.0,4217,Operational,,,,,,,,,,77.55,10.0,8.5,6.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,,0.5040749999999999,0.0,59.5,,98.00083421120482,45.20033368448193,"Growth Driver (High Promo, Low Barrier)"
RES002050,London Brazilian Place 2050,Local,Brazilian,1.114655,18.776278,London,United Kingdom,1980,True,False,False,False,2,3.0,693,Operational,4.18,2.65,0.27,23.0,32.0,2.42,17.99,0.066,True,43.24,98.6,2.3,7.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,23.027199999999997,55.3472,0.0,16.099999999999998,0.4160499462294398,76.81307917615949,89.8852316704638,"Strict Gatekeeper (Low Promo, High Barrier)"
RES002051,London Mexican Place 2051,Local,Mexican,-28.314589,3.172532,London,United Kingdom,1958,False,True,True,True,2,2.9,330,Operational,,,,,,,,,,40.49,6.8,6.9,5.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,,51.827200000000005,0.0,48.300000000000004,,68.12082357365796,31.32832942946318,"Growth Driver (High Promo, Low Barrier)"
RES002052,Pizza Chain 2052,Chain,Pizza,-80.367915,114.531221,Tokyo,Japan,1992,True,True,True,False,3,4.0,2960,Operational,9.82,2.99,0.45,54.0,59.0,1.27,5.21,0.023,False,73.83,69.1,9.8,2.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,0.033865,0.47989499999999996,0.0,68.60000000000001,0.07056737293080168,93.84658154473804,78.99863261789521,"Growth Driver (High Promo, Low Barrier)"
RES002053,Mediterranean Chain 2053,Chain,Mediterranean,50.262968,132.898007,New York,USA,1963,False,True,False,False,4,2.0,1884,Operational,,,,,,,,,,80.05,29.6,0.5,3.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,,80.05,0.0,3.5,,88.54449886367932,53.17779954547173,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES002054,Pizza Chain 2054,Chain,Pizza,-11.098105,90.782294,New York,USA,2003,False,True,False,False,4,2.5,3209,Operational,,,,,,,,,,71.72,46.9,9.3,3.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,,71.72,0.0,65.10000000000001,,94.79456981294919,66.05782792517968,"Growth Driver (High Promo, Low Barrier)"
